productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extRarity,extNumber,extCardType,extCardSubType,extClass,extPower,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCost,extPitchValue,extDefenseValue,extLife,extIntellect,extTalent
634060,Goldwing Turbine (Red),Goldwing Turbine Red,https://tcgplayer-cdn.tcgplayer.com/product/634060_200w.jpg,62,24334,https://cpt.tcgcsv.com/dF57,2025-06-02T04:10:11.88,1,Promo,GEM043,Action,,Mechanologist,,0.33,0.5,4.0,0.54,,Normal,2,1,3,,,
634061,Lubricate,Lubricate,https://tcgplayer-cdn.tcgplayer.com/product/634061_200w.jpg,62,24334,https://cpt.tcgcsv.com/fF57,2025-06-02T04:10:11.88,1,Promo,GEM044,Instant,,Mechanologist,,0.08,0.48,10.0,0.3,,Normal,0,3,,,,
634061,Lubricate,Lubricate,https://tcgplayer-cdn.tcgplayer.com/product/634061_200w.jpg,62,24334,https://cpt.tcgcsv.com/fF57,2025-06-02T04:10:11.88,1,Promo,GEM044,Instant,,Mechanologist,,0.22,0.97,11.99,0.5,,Rainbow Foil,0,3,,,,
634062,Pinion Sentry,Pinion Sentry,https://tcgplayer-cdn.tcgplayer.com/product/634062_200w.jpg,62,24334,https://cpt.tcgcsv.com/gF57,2025-06-02T04:10:11.88,1,Promo,GEM045,Block,,Mechanologist,,0.14,0.5,2.43,0.4,,Normal,,3,3,,,
634062,Pinion Sentry,Pinion Sentry,https://tcgplayer-cdn.tcgplayer.com/product/634062_200w.jpg,62,24334,https://cpt.tcgcsv.com/gF57,2025-06-02T04:10:11.88,1,Promo,GEM045,Block,,Mechanologist,,1.0,1.9,4.5,1.57,,Rainbow Foil,,3,3,,,
634063,"Chum, Friendly First Mate",Chum Friendly First Mate,https://tcgplayer-cdn.tcgplayer.com/product/634063_200w.jpg,62,24334,https://cpt.tcgcsv.com/hF57,2025-06-02T04:10:11.88,1,Promo,GEM046,Action,Ally,Necromancer;Pirate,4,17.9,22.95,51.75,17.72,,Rainbow Foil,4,2,,6,,
634064,Moray le Fay,Moray le Fay,https://tcgplayer-cdn.tcgplayer.com/product/634064_200w.jpg,62,24334,https://cpt.tcgcsv.com/jF57,2025-06-02T04:10:11.88,1,Promo,GEM047,Action,Ally,Necromancer;Pirate,0,4.26,5.22,19.49,4.94,,Rainbow Foil,0,2,,3,,
634065,Wailer Humperdinck,Wailer Humperdinck,https://tcgplayer-cdn.tcgplayer.com/product/634065_200w.jpg,62,24334,https://cpt.tcgcsv.com/kF57,2025-06-02T04:10:11.88,1,Promo,GEM048,Action,Ally,Necromancer;Pirate,11,7.99,9.54,11.99,8.3,,Rainbow Foil,6,2,,7,,
634066,Avast Ye!,Avast Ye,https://tcgplayer-cdn.tcgplayer.com/product/634066_200w.jpg,62,24334,https://cpt.tcgcsv.com/lF57,2025-06-02T04:10:11.88,1,Promo,GEM051,Action,,Necromancer;Pirate,,1.19,2.07,6.97,1.9,,Rainbow Foil,0,3,3,,,
634066,Avast Ye!,Avast Ye,https://tcgplayer-cdn.tcgplayer.com/product/634066_200w.jpg,62,24334,https://cpt.tcgcsv.com/lF57,2025-06-02T04:10:11.88,1,Promo,GEM051,Action,,Necromancer;Pirate,,0.6,1.25,5.0,0.99,,Normal,0,3,3,,,
634067,Heave Ho!,Heave Ho,https://tcgplayer-cdn.tcgplayer.com/product/634067_200w.jpg,62,24334,https://cpt.tcgcsv.com/mF57,2025-06-02T04:10:11.88,1,Promo,GEM052,Action,,Necromancer;Pirate,,0.13,0.99,10.2,0.52,,Rainbow Foil,0,3,3,,,
634067,Heave Ho!,Heave Ho,https://tcgplayer-cdn.tcgplayer.com/product/634067_200w.jpg,62,24334,https://cpt.tcgcsv.com/mF57,2025-06-02T04:10:11.88,1,Promo,GEM052,Action,,Necromancer;Pirate,,0.01,0.73,9.99,0.53,,Normal,0,3,3,,,
634068,Yo Ho Ho!,Yo Ho Ho,https://tcgplayer-cdn.tcgplayer.com/product/634068_200w.jpg,62,24334,https://cpt.tcgcsv.com/nF57,2025-06-02T04:10:11.88,1,Promo,GEM053,Action,,Necromancer;Pirate,,0.01,0.64,6.5,0.51,,Normal,0,3,3,,,
634068,Yo Ho Ho!,Yo Ho Ho,https://tcgplayer-cdn.tcgplayer.com/product/634068_200w.jpg,62,24334,https://cpt.tcgcsv.com/nF57,2025-06-02T04:10:11.88,1,Promo,GEM053,Action,,Necromancer;Pirate,,0.23,1.0,8.88,0.7,,Rainbow Foil,0,3,3,,,
634069,Jittery Bones (Red),Jittery Bones Red,https://tcgplayer-cdn.tcgplayer.com/product/634069_200w.jpg,62,24334,https://cpt.tcgcsv.com/pF57,2025-06-02T04:10:11.88,1,Promo,GEM049,Action,Attack,Necromancer;Pirate,4,0.05,0.7,15.0,0.57,,Normal,0,1,3,,,
634069,Jittery Bones (Red),Jittery Bones Red,https://tcgplayer-cdn.tcgplayer.com/product/634069_200w.jpg,62,24334,https://cpt.tcgcsv.com/pF57,2025-06-02T04:10:11.88,1,Promo,GEM049,Action,Attack,Necromancer;Pirate,4,0.5,0.93,11.75,0.85,,Rainbow Foil,0,1,3,,,
634070,Restless Bones (Blue),Restless Bones Blue,https://tcgplayer-cdn.tcgplayer.com/product/634070_200w.jpg,62,24334,https://cpt.tcgcsv.com/qF57,2025-06-02T04:10:11.88,1,Promo,GEM050,Action,Attack,Necromancer;Pirate,4,0.01,0.75,5.0,0.5,,Normal,2,3,3,,,
634070,Restless Bones (Blue),Restless Bones Blue,https://tcgplayer-cdn.tcgplayer.com/product/634070_200w.jpg,62,24334,https://cpt.tcgcsv.com/qF57,2025-06-02T04:10:11.88,1,Promo,GEM050,Action,Attack,Necromancer;Pirate,4,0.5,1.89,8.88,1.38,,Rainbow Foil,2,3,3,,,
634071,Blue Fin Harpoon,Blue Fin Harpoon,https://tcgplayer-cdn.tcgplayer.com/product/634071_200w.jpg,62,24334,https://cpt.tcgcsv.com/rF57,2025-06-02T04:10:11.88,1,Promo,GEM054,Action,Arrow Attack,Ranger;Pirate,4,0.62,0.78,5.0,0.74,,Normal,2,3,3,,,
634071,Blue Fin Harpoon,Blue Fin Harpoon,https://tcgplayer-cdn.tcgplayer.com/product/634071_200w.jpg,62,24334,https://cpt.tcgcsv.com/rF57,2025-06-02T04:10:11.88,1,Promo,GEM054,Action,Arrow Attack,Ranger;Pirate,4,2.0,3.39,8.95,3.29,,Rainbow Foil,2,3,3,,,
634072,Red Fin Harpoon,Red Fin Harpoon,https://tcgplayer-cdn.tcgplayer.com/product/634072_200w.jpg,62,24334,https://cpt.tcgcsv.com/sF57,2025-06-02T04:10:11.88,1,Promo,GEM055,Action,Arrow Attack,Ranger;Pirate,4,2.0,3.0,29.9,3.2,,Rainbow Foil,2,3,3,,,
634072,Red Fin Harpoon,Red Fin Harpoon,https://tcgplayer-cdn.tcgplayer.com/product/634072_200w.jpg,62,24334,https://cpt.tcgcsv.com/sF57,2025-06-02T04:10:11.88,1,Promo,GEM055,Action,Arrow Attack,Ranger;Pirate,4,0.4,0.66,4.5,0.62,,Normal,2,3,3,,,
634073,Yellow Fin Harpoon,Yellow Fin Harpoon,https://tcgplayer-cdn.tcgplayer.com/product/634073_200w.jpg,62,24334,https://cpt.tcgcsv.com/tF57,2025-06-02T04:10:11.88,1,Promo,GEM056,Action,Arrow Attack,Ranger;Pirate,4,2.99,3.56,49.99,3.92,,Rainbow Foil,2,3,3,,,
634073,Yellow Fin Harpoon,Yellow Fin Harpoon,https://tcgplayer-cdn.tcgplayer.com/product/634073_200w.jpg,62,24334,https://cpt.tcgcsv.com/tF57,2025-06-02T04:10:11.88,1,Promo,GEM056,Action,Arrow Attack,Ranger;Pirate,4,0.2,0.63,4.5,0.57,,Normal,2,3,3,,,
634074,Rusty Harpoon,Rusty Harpoon,https://tcgplayer-cdn.tcgplayer.com/product/634074_200w.jpg,62,24334,https://cpt.tcgcsv.com/vF57,2025-06-02T04:10:11.88,1,Promo,GEM057,Action,Arrow Attack,Ranger;Pirate,1,0.2,0.75,9.99,0.62,,Rainbow Foil,0,3,3,,,
634074,Rusty Harpoon,Rusty Harpoon,https://tcgplayer-cdn.tcgplayer.com/product/634074_200w.jpg,62,24334,https://cpt.tcgcsv.com/vF57,2025-06-02T04:10:11.88,1,Promo,GEM057,Action,Arrow Attack,Ranger;Pirate,1,0.25,0.75,2.9,0.49,,Normal,0,3,3,,,
634075,Dry Powder Shot,Dry Powder Shot,https://tcgplayer-cdn.tcgplayer.com/product/634075_200w.jpg,62,24334,https://cpt.tcgcsv.com/wF57,2025-06-02T04:10:11.88,1,Promo,GEM059,Action,Arrow Attack,Ranger,3,1.5,2.09,8.75,1.88,,Rainbow Foil,0,1,3,,,
634075,Dry Powder Shot,Dry Powder Shot,https://tcgplayer-cdn.tcgplayer.com/product/634075_200w.jpg,62,24334,https://cpt.tcgcsv.com/wF57,2025-06-02T04:10:11.88,1,Promo,GEM059,Action,Arrow Attack,Ranger,3,0.25,0.7,9.99,0.68,,Normal,0,1,3,,,
634076,Entangling Shot,Entangling Shot,https://tcgplayer-cdn.tcgplayer.com/product/634076_200w.jpg,62,24334,https://cpt.tcgcsv.com/xF57,2025-06-02T04:10:11.88,1,Promo,GEM060,Action,Arrow Attack,Ranger,4,0.25,0.66,4.0,0.43,,Rainbow Foil,0,1,3,,,
634076,Entangling Shot,Entangling Shot,https://tcgplayer-cdn.tcgplayer.com/product/634076_200w.jpg,62,24334,https://cpt.tcgcsv.com/xF57,2025-06-02T04:10:11.88,1,Promo,GEM060,Action,Arrow Attack,Ranger,4,0.14,0.39,4.5,0.29,,Normal,0,1,3,,,
634077,Swift Shot,Swift Shot,https://tcgplayer-cdn.tcgplayer.com/product/634077_200w.jpg,62,24334,https://cpt.tcgcsv.com/zF57,2025-06-02T04:10:11.88,1,Promo,GEM061,Action,Arrow Attack,Ranger,4,0.46,1.0,3.88,0.65,,Normal,0,1,3,,,
634077,Swift Shot,Swift Shot,https://tcgplayer-cdn.tcgplayer.com/product/634077_200w.jpg,62,24334,https://cpt.tcgcsv.com/zF57,2025-06-02T04:10:11.88,1,Promo,GEM061,Action,Arrow Attack,Ranger,4,1.25,2.75,5.0,1.92,,Rainbow Foil,0,1,3,,,
634078,Bolt'n Shot (Red),Boltn Shot Red,https://tcgplayer-cdn.tcgplayer.com/product/634078_200w.jpg,62,24334,https://cpt.tcgcsv.com/BF57,2025-06-02T04:10:11.88,1,Promo,GEM058,Action,Arrow Attack,Ranger,4,2.4,3.28,13.5,2.76,,Normal,1,1,3,,,
634079,Fiddler's Green (Red),Fiddlers Green Red,https://tcgplayer-cdn.tcgplayer.com/product/634079_200w.jpg,62,24334,https://cpt.tcgcsv.com/CF57,2025-06-02T04:10:11.88,1,Promo,GEM066,Block,,Generic,,7.5,9.7,25.0,8.04,,Rainbow Foil,,1,1,,,
634079,Fiddler's Green (Red),Fiddlers Green Red,https://tcgplayer-cdn.tcgplayer.com/product/634079_200w.jpg,62,24334,https://cpt.tcgcsv.com/CF57,2025-06-02T04:10:11.88,1,Promo,GEM066,Block,,Generic,,1.5,3.99,11.0,3.87,,Normal,,1,1,,,
634080,Nimby (Red),Nimby Red,https://tcgplayer-cdn.tcgplayer.com/product/634080_200w.jpg,62,24334,https://cpt.tcgcsv.com/DF57,2025-06-02T04:10:11.88,1,Promo,GEM062,Action,Attack,Generic,3,0.4,1.0,5.0,0.83,,Normal,0,1,2,,,
634080,Nimby (Red),Nimby Red,https://tcgplayer-cdn.tcgplayer.com/product/634080_200w.jpg,62,24334,https://cpt.tcgcsv.com/DF57,2025-06-02T04:10:11.88,1,Promo,GEM062,Action,Attack,Generic,3,0.75,1.47,5.97,1.34,,Rainbow Foil,0,1,2,,,
634081,Sirens of Safe Harbor (Red),Sirens of Safe Harbor Red,https://tcgplayer-cdn.tcgplayer.com/product/634081_200w.jpg,62,24334,https://cpt.tcgcsv.com/FF57,2025-06-02T04:10:11.88,1,Promo,GEM063,Action,Attack,Generic,6,8.08,11.0,14.0,8.55,,Rainbow Foil,2,1,2,,,
634081,Sirens of Safe Harbor (Red),Sirens of Safe Harbor Red,https://tcgplayer-cdn.tcgplayer.com/product/634081_200w.jpg,62,24334,https://cpt.tcgcsv.com/FF57,2025-06-02T04:10:11.88,1,Promo,GEM063,Action,Attack,Generic,6,2.26,4.0,8.0,3.47,,Normal,2,1,2,,,
634082,Strike Gold (Red),Strike Gold Red,https://tcgplayer-cdn.tcgplayer.com/product/634082_200w.jpg,62,24334,https://cpt.tcgcsv.com/GF57,2025-06-02T04:10:11.88,1,Promo,GEM064,Action,Attack,Generic,4,0.2,0.49,2.0,0.4,,Normal,0,1,2,,,
634082,Strike Gold (Red),Strike Gold Red,https://tcgplayer-cdn.tcgplayer.com/product/634082_200w.jpg,62,24334,https://cpt.tcgcsv.com/GF57,2025-06-02T04:10:11.88,1,Promo,GEM064,Action,Attack,Generic,4,0.24,0.67,3.99,0.67,,Rainbow Foil,0,1,2,,,
634083,Nimblism (Red),Nimblism Red,https://tcgplayer-cdn.tcgplayer.com/product/634083_200w.jpg,62,24334,https://cpt.tcgcsv.com/HF57,2025-06-02T04:10:11.88,1,Promo,GEM065,Action,,Generic,,4.13,4.17,15.0,2.34,,Normal,0,1,2,,,
634083,Nimblism (Red),Nimblism Red,https://tcgplayer-cdn.tcgplayer.com/product/634083_200w.jpg,62,24334,https://cpt.tcgcsv.com/HF57,2025-06-02T04:10:11.88,1,Promo,GEM065,Action,,Generic,,5.99,8.0,29.5,4.98,,Rainbow Foil,0,1,2,,,
634084,On the Horizon (Red),On the Horizon Red,https://tcgplayer-cdn.tcgplayer.com/product/634084_200w.jpg,62,24334,https://cpt.tcgcsv.com/JF57,2025-06-02T04:10:11.88,1,Promo,GEM067,Block,,Generic,,2.5,3.0,4.0,2.88,,Normal,,1,4,,,
634084,On the Horizon (Red),On the Horizon Red,https://tcgplayer-cdn.tcgplayer.com/product/634084_200w.jpg,62,24334,https://cpt.tcgcsv.com/JF57,2025-06-02T04:10:11.88,1,Promo,GEM067,Block,,Generic,,5.0,8.21,11.99,7.17,,Rainbow Foil,,1,4,,,
634085,"Riptide, Lurker of the Deep (Marvel)",Riptide Lurker of the Deep Marvel,https://tcgplayer-cdn.tcgplayer.com/product/634085_200w.jpg,62,24334,https://cpt.tcgcsv.com/KF57,2025-06-02T04:10:11.88,2,Token,GEM033,Hero,,Ranger,,39.0,44.0,84.58,42.18,,Cold Foil,,,,38,4,
634086,Claw of Vynserakai,Claw of Vynserakai,https://tcgplayer-cdn.tcgplayer.com/product/634086_200w.jpg,62,24334,https://cpt.tcgcsv.com/LF57,2025-06-02T04:10:11.88,1,Promo,GEM034,Weapon,Dagger (1H),,1,14.74,16.2,60.88,33.09,,Cold Foil,,,,,,Draconic
634087,Boom Grenade (Red),Boom Grenade Red,https://tcgplayer-cdn.tcgplayer.com/product/634087_200w.jpg,62,24334,https://cpt.tcgcsv.com/MF57,2025-06-02T04:10:11.88,1,Promo,GEM040,Action,Item,Mechanologist,,4.25,5.99,29.99,5.44,,Cold Foil,0,1,,,,
634088,Hunter's Klaive,Hunters Klaive,https://tcgplayer-cdn.tcgplayer.com/product/634088_200w.jpg,62,24334,https://cpt.tcgcsv.com/NF57,2026-03-02T17:18:32.123,1,Promo,GEM068,Weapon,Dagger (1H),Assassin,1,12.0,14.5,99.99,14.4,,Normal,,,,,,
679648,"Riptide, Lurker of the Deep // Gravy Bones, Shipwrecked Looter Double Sided Art Card (Top Right)",Riptide Lurker of the Deep Gravy Bones Shipwrecked Looter Double Sided Art Card Top Right,https://tcgplayer-cdn.tcgplayer.com/product/679648_200w.jpg,62,24334,https://cpt.tcgcsv.com/-Sr7,2026-02-19T14:28:20.533,0,None,,,,,,,,,,,,,,,,,
679649,"Riptide, Lurker of the Deep // Gravy Bones, Shipwrecked Looter Double Sided Art Card (Top Left)",Riptide Lurker of the Deep Gravy Bones Shipwrecked Looter Double Sided Art Card Top Left,https://tcgplayer-cdn.tcgplayer.com/product/679649_200w.jpg,62,24334,https://cpt.tcgcsv.com/_Sr7,2026-02-19T14:28:20.597,0,None,,,,,,,,,,,,,,,,,
679650,"Riptide, Lurker of the Deep // Gravy Bones, Shipwrecked Looter Double Sided Art Card (Top Center)",Riptide Lurker of the Deep Gravy Bones Shipwrecked Looter Double Sided Art Card Top Center,https://tcgplayer-cdn.tcgplayer.com/product/679650_200w.jpg,62,24334,https://cpt.tcgcsv.com/0Tr7,2026-02-19T14:28:20.63,0,None,,,,,,,,,,,,,,,,,
679651,"Riptide, Lurker of the Deep // Gravy Bones, Shipwrecked Looter Double Sided Art Card (Middle Right)",Riptide Lurker of the Deep Gravy Bones Shipwrecked Looter Double Sided Art Card Middle Right,https://tcgplayer-cdn.tcgplayer.com/product/679651_200w.jpg,62,24334,https://cpt.tcgcsv.com/2Tr7,2026-02-19T14:28:20.66,0,None,,,,,,,,,,,,,,,,,
679652,"Riptide, Lurker of the Deep // Gravy Bones, Shipwrecked Looter Double Sided Art Card (Middle Left)",Riptide Lurker of the Deep Gravy Bones Shipwrecked Looter Double Sided Art Card Middle Left,https://tcgplayer-cdn.tcgplayer.com/product/679652_200w.jpg,62,24334,https://cpt.tcgcsv.com/3Tr7,2026-02-19T14:28:20.707,0,None,,,,,,,,,,,,,,,,,
679653,"Riptide, Lurker of the Deep // Gravy Bones, Shipwrecked Looter Double Sided Art Card (Middle Center)",Riptide Lurker of the Deep Gravy Bones Shipwrecked Looter Double Sided Art Card Middle Center,https://tcgplayer-cdn.tcgplayer.com/product/679653_200w.jpg,62,24334,https://cpt.tcgcsv.com/5Tr7,2026-02-19T14:28:20.75,0,None,,,,,,,,,,,,,,,,,
679654,"Riptide, Lurker of the Deep // Gravy Bones, Shipwrecked Looter Double Sided Art Card (Bottom Right)",Riptide Lurker of the Deep Gravy Bones Shipwrecked Looter Double Sided Art Card Bottom Right,https://tcgplayer-cdn.tcgplayer.com/product/679654_200w.jpg,62,24334,https://cpt.tcgcsv.com/6Tr7,2026-02-19T14:28:20.777,0,None,,,,,,,,,,,,,,,,,
679655,"Riptide, Lurker of the Deep // Gravy Bones, Shipwrecked Looter Double Sided Art Card (Bottom Left)",Riptide Lurker of the Deep Gravy Bones Shipwrecked Looter Double Sided Art Card Bottom Left,https://tcgplayer-cdn.tcgplayer.com/product/679655_200w.jpg,62,24334,https://cpt.tcgcsv.com/7Tr7,2026-02-19T14:28:20.823,0,None,,,,,,,,,,,,,,,,,
679656,"Riptide, Lurker of the Deep // Gravy Bones, Shipwrecked Looter Double Sided Art Card (Bottom Center)",Riptide Lurker of the Deep Gravy Bones Shipwrecked Looter Double Sided Art Card Bottom Center,https://tcgplayer-cdn.tcgplayer.com/product/679656_200w.jpg,62,24334,https://cpt.tcgcsv.com/8Tr7,2026-02-19T14:28:20.88,0,None,,,,,,,,,,,,,,,,,
679657,"Puffin, Full Steam Ahead // Marlynn, Treasure Hunter Double Sided Art Card (Top Left)",Puffin Full Steam Ahead Marlynn Treasure Hunter Double Sided Art Card Top Left,https://tcgplayer-cdn.tcgplayer.com/product/679657_200w.jpg,62,24334,https://cpt.tcgcsv.com/9Tr7,2026-02-19T14:28:20.937,0,None,,,,,,,,,,,,,,,,,
679658,"Puffin, Full Steam Ahead // Marlynn, Treasure Hunter Double Sided Art Card (Top Center)",Puffin Full Steam Ahead Marlynn Treasure Hunter Double Sided Art Card Top Center,https://tcgplayer-cdn.tcgplayer.com/product/679658_200w.jpg,62,24334,https://cpt.tcgcsv.com/bTr7,2026-02-19T14:28:20.967,0,None,,,,,,,,,,,,,,,,,
679659,"Puffin, Full Steam Ahead // Marlynn, Treasure Hunter Double Sided Art Card (Middle Right)",Puffin Full Steam Ahead Marlynn Treasure Hunter Double Sided Art Card Middle Right,https://tcgplayer-cdn.tcgplayer.com/product/679659_200w.jpg,62,24334,https://cpt.tcgcsv.com/cTr7,2026-02-19T14:28:21,0,None,,,,,,,,,,,,,,,,,
679660,"Puffin, Full Steam Ahead // Marlynn, Treasure Hunter Double Sided Art Card (Middle Left)",Puffin Full Steam Ahead Marlynn Treasure Hunter Double Sided Art Card Middle Left,https://tcgplayer-cdn.tcgplayer.com/product/679660_200w.jpg,62,24334,https://cpt.tcgcsv.com/dTr7,2026-02-19T14:28:21.03,0,None,,,,,,,,,,,,,,,,,
679661,"Puffin, Full Steam Ahead // Marlynn, Treasure Hunter Double Sided Art Card (Middle Center)",Puffin Full Steam Ahead Marlynn Treasure Hunter Double Sided Art Card Middle Center,https://tcgplayer-cdn.tcgplayer.com/product/679661_200w.jpg,62,24334,https://cpt.tcgcsv.com/fTr7,2026-02-19T14:28:21.077,0,None,,,,,,,,,,,,,,,,,
679662,"Puffin, Full Steam Ahead // Marlynn, Treasure Hunter Double Sided Art Card (Bottom Right)",Puffin Full Steam Ahead Marlynn Treasure Hunter Double Sided Art Card Bottom Right,https://tcgplayer-cdn.tcgplayer.com/product/679662_200w.jpg,62,24334,https://cpt.tcgcsv.com/gTr7,2026-02-19T14:28:21.153,0,None,,,,,,,,,,,,,,,,,
679663,"Puffin, Full Steam Ahead // Marlynn, Treasure Hunter Double Sided Art Card (Bottom Left)",Puffin Full Steam Ahead Marlynn Treasure Hunter Double Sided Art Card Bottom Left,https://tcgplayer-cdn.tcgplayer.com/product/679663_200w.jpg,62,24334,https://cpt.tcgcsv.com/hTr7,2026-02-19T14:28:21.203,0,None,,,,,,,,,,,,,,,,,
679664,"Puffin, Full Steam Ahead // Marlynn, Treasure Hunter Double Sided Art Card (Bottom Center)",Puffin Full Steam Ahead Marlynn Treasure Hunter Double Sided Art Card Bottom Center,https://tcgplayer-cdn.tcgplayer.com/product/679664_200w.jpg,62,24334,https://cpt.tcgcsv.com/jTr7,2026-02-19T14:28:21.24,0,None,,,,,,,,,,,,,,,,,
679665,"Puffin, Full Steam Ahead // Marlynn, Treasure Hunter Double Sided Art Card (Top Right)",Puffin Full Steam Ahead Marlynn Treasure Hunter Double Sided Art Card Top Right,https://tcgplayer-cdn.tcgplayer.com/product/679665_200w.jpg,62,24334,https://cpt.tcgcsv.com/kTr7,2026-02-19T14:28:21.303,0,None,,,,,,,,,,,,,,,,,
