productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRarity,extNumber,extCardType,extCardSubType,extClass,extIntellect,extLife,extPower,extDefenseValue,extCost,extPitchValue
531963,Heavy Hitters Blitz Deck - Kassai,Heavy Hitters Blitz Deck Kassai,https://tcgplayer-cdn.tcgplayer.com/product/531963_200w.jpg,62,23384,https://cpt.tcgcsv.com/hPg6,2024-02-02T05:03:19.723,0,20.11,21.91,21.99,20.11,,Normal,,,,,,,,,,,
537307,Kassai,kassai,https://tcgplayer-cdn.tcgplayer.com/product/537307_200w.jpg,62,23384,https://cpt.tcgcsv.com/9Xj6,2024-02-02T05:03:19.723,1,2.7,2.9,9.99,2.69,,Rainbow Foil,Rare,KSI001,Hero,Young,Warrior,4,20,,,,
537308,Cintari Saber,cintari saber,https://tcgplayer-cdn.tcgplayer.com/product/537308_200w.jpg,62,23384,https://cpt.tcgcsv.com/bXj6,2024-02-02T05:03:19.723,1,0.45,0.45,2.0,0.59,,Normal,Common,KSI002,Weapon,Sword (1H),Warrior,,,2,,,
537309,Hot Streak,Hot Streak,https://tcgplayer-cdn.tcgplayer.com/product/537309_200w.jpg,62,23384,https://cpt.tcgcsv.com/cXj6,2025-03-03T20:13:27.703,1,0.2,0.25,0.5,0.25,,Normal,Rare,KSI003,Weapon,Sword (1H),Warrior,,,2,,,
537310,Hood of Red Sand,Hood of Red Sand,https://tcgplayer-cdn.tcgplayer.com/product/537310_200w.jpg,62,23384,https://cpt.tcgcsv.com/dXj6,2024-03-07T19:32:31.503,1,0.25,0.27,0.3,0.28,,Normal,Rare,KSI004,Equipment,Head,Warrior,,,,1,,
537311,Vigor Girth,vigor girth,https://tcgplayer-cdn.tcgplayer.com/product/537311_200w.jpg,62,23384,https://cpt.tcgcsv.com/fXj6,2024-02-02T05:03:19.723,1,0.1,0.25,0.3,,,Normal,Common,KSI005,Equipment,Chest,Guardian;Warrior,,,,1,,
537312,Beckon Applause,beckon applause,https://tcgplayer-cdn.tcgplayer.com/product/537312_200w.jpg,62,23384,https://cpt.tcgcsv.com/gXj6,2024-02-02T05:03:19.723,1,0.1,0.25,0.3,,,Normal,Common,KSI006,Equipment,Arms,Warrior,,,,0,,
537313,Flat Trackers,flat trackers,https://tcgplayer-cdn.tcgplayer.com/product/537313_200w.jpg,62,23384,https://cpt.tcgcsv.com/hXj6,2024-02-02T05:03:19.723,1,0.1,0.25,0.3,,,Normal,Common,KSI007,Equipment,Legs,Brute;Warrior,,,,1,,
537314,Performance Bonus (Red),performance bonus red,https://tcgplayer-cdn.tcgplayer.com/product/537314_200w.jpg,62,23384,https://cpt.tcgcsv.com/jXj6,2024-02-02T05:03:19.723,1,0.24,0.25,0.3,0.23,,Normal,Common,KSI008,Action,Attack,Generic,,,3,2,0,1
537315,Rising Energy (Red),rising energy red,https://tcgplayer-cdn.tcgplayer.com/product/537315_200w.jpg,62,23384,https://cpt.tcgcsv.com/kXj6,2024-02-02T05:03:19.723,1,0.1,0.2,0.3,,,Normal,Common,KSI009,Action,Attack,Guardian;Warrior,,,6,2,2,1
537316,Rising Speed (Red),rising speed red,https://tcgplayer-cdn.tcgplayer.com/product/537316_200w.jpg,62,23384,https://cpt.tcgcsv.com/lXj6,2024-02-02T05:03:19.723,1,0.1,0.2,0.3,,,Normal,Common,KSI010,Action,Attack,Brute;Warrior,,,5,2,2,1
537317,Trade In (Red),trade in red,https://tcgplayer-cdn.tcgplayer.com/product/537317_200w.jpg,62,23384,https://cpt.tcgcsv.com/mXj6,2024-02-02T05:03:19.723,1,0.1,0.15,0.3,,,Normal,Common,KSI011,Action,Attack,Generic,,,3,2,0,1
537318,Agile Engagement (Red),agile engagement red,https://tcgplayer-cdn.tcgplayer.com/product/537318_200w.jpg,62,23384,https://cpt.tcgcsv.com/nXj6,2024-02-02T05:03:19.723,1,0.1,0.25,0.3,,,Normal,Common,KSI012,Attack Reaction,,Warrior,,,,2,1,1
537319,Vigorous Engagement (Red),vigorous engagement red,https://tcgplayer-cdn.tcgplayer.com/product/537319_200w.jpg,62,23384,https://cpt.tcgcsv.com/pXj6,2024-02-02T05:03:19.723,1,0.1,0.15,0.3,,,Normal,Common,KSI013,Attack Reaction,,Warrior,,,,2,1,1
537320,Cut the Deck (Red),cut the deck red,https://tcgplayer-cdn.tcgplayer.com/product/537320_200w.jpg,62,23384,https://cpt.tcgcsv.com/qXj6,2024-02-02T05:03:19.723,1,0.1,0.25,0.49,,,Normal,Rare,KSI014,Attack Reaction,,Warrior,,,,3,1,1
537321,Draw Swords (Red),draw swords red,https://tcgplayer-cdn.tcgplayer.com/product/537321_200w.jpg,62,23384,https://cpt.tcgcsv.com/rXj6,2024-02-02T05:03:19.723,1,3.0,3.0,3.75,3.33,,Normal,Common,KSI015,Action,,Warrior,,,,3,3,1
537322,Lead with Speed (Red),lead with speed red,https://tcgplayer-cdn.tcgplayer.com/product/537322_200w.jpg,62,23384,https://cpt.tcgcsv.com/sXj6,2024-02-02T05:03:19.723,1,0.1,0.2,0.3,,,Normal,Common,KSI016,Action,,Brute;Warrior,,,,2,1,1
537323,Take it on the Chin,take it on the chin,https://tcgplayer-cdn.tcgplayer.com/product/537323_200w.jpg,62,23384,https://cpt.tcgcsv.com/tXj6,2024-02-02T05:03:19.723,1,0.3,0.3,0.3,0.3,,Normal,Rare,KSI017,Instant,,Brute;Warrior,,,,,0,1
537324,Trade In (Yellow),trade in yellow,https://tcgplayer-cdn.tcgplayer.com/product/537324_200w.jpg,62,23384,https://cpt.tcgcsv.com/vXj6,2024-02-02T05:03:19.723,1,0.1,0.15,0.3,,,Normal,Common,KSI018,Action,Attack,Generic,,,2,2,0,2
537325,Fatal Engagement (Yellow),fatal engagement yellow,https://tcgplayer-cdn.tcgplayer.com/product/537325_200w.jpg,62,23384,https://cpt.tcgcsv.com/wXj6,2024-02-02T05:03:19.723,1,0.1,0.25,0.3,,,Normal,Rare,KSI019,Attack Reaction,,Warrior,,,,3,2,2
537326,Draw Swords (Yellow),draw swords yellow,https://tcgplayer-cdn.tcgplayer.com/product/537326_200w.jpg,62,23384,https://cpt.tcgcsv.com/xXj6,2024-02-02T05:03:19.723,1,1.64,1.93,2.75,2.72,,Normal,Common,KSI020,Action,,Warrior,,,,3,3,2
537327,Engaged Swiftblade (Yellow),engaged swiftblade yellow,https://tcgplayer-cdn.tcgplayer.com/product/537327_200w.jpg,62,23384,https://cpt.tcgcsv.com/zXj6,2024-02-02T05:03:19.723,1,0.1,0.25,0.3,,,Normal,Common,KSI021,Action,,Warrior,,,,3,1,2
537328,Lead with Speed (Yellow),lead with speed yellow,https://tcgplayer-cdn.tcgplayer.com/product/537328_200w.jpg,62,23384,https://cpt.tcgcsv.com/BXj6,2024-02-02T05:03:19.723,1,0.1,0.2,0.3,,,Normal,Common,KSI022,Action,,Brute;Warrior,,,,2,1,2
537329,Agile Engagement (Blue),agile engagement blue,https://tcgplayer-cdn.tcgplayer.com/product/537329_200w.jpg,62,23384,https://cpt.tcgcsv.com/CXj6,2024-02-02T05:03:19.723,1,0.1,0.25,0.3,,,Normal,Common,KSI023,Attack Reaction,,Warrior,,,,2,1,3
537330,Vigorous Engagement (Blue),vigorous engagement blue,https://tcgplayer-cdn.tcgplayer.com/product/537330_200w.jpg,62,23384,https://cpt.tcgcsv.com/DXj6,2024-02-02T05:03:19.723,1,0.1,0.15,0.3,,,Normal,Common,KSI024,Attack Reaction,,Warrior,,,,2,1,3
537331,Draw Swords (Blue),draw swords blue,https://tcgplayer-cdn.tcgplayer.com/product/537331_200w.jpg,62,23384,https://cpt.tcgcsv.com/FXj6,2024-02-02T05:03:19.723,1,1.45,1.5,3.99,1.54,,Normal,Common,KSI025,Action,,Warrior,,,,3,3,3
537332,Engaged Swiftblade (Blue),engaged swiftblade blue,https://tcgplayer-cdn.tcgplayer.com/product/537332_200w.jpg,62,23384,https://cpt.tcgcsv.com/GXj6,2024-02-02T05:03:19.723,1,0.1,0.25,0.3,,,Normal,Common,KSI026,Action,,Warrior,,,,3,1,3
537333,Goblet of Bloodrun Wine,goblet of bloodrun wine,https://tcgplayer-cdn.tcgplayer.com/product/537333_200w.jpg,62,23384,https://cpt.tcgcsv.com/HXj6,2024-02-02T05:03:19.723,1,0.2,0.25,0.3,0.2,,Normal,Common,KSI027,Action,,Warrior,,,,2,0,3
537334,Agility,agility,https://tcgplayer-cdn.tcgplayer.com/product/537334_200w.jpg,62,23384,https://cpt.tcgcsv.com/JXj6,2024-02-02T05:03:19.723,1,4.9,4.95,5.0,0.75,,Normal,Token,KSI028,Token,Aura,Generic,,,,,,
537335,Vigor,vigor,https://tcgplayer-cdn.tcgplayer.com/product/537335_200w.jpg,62,23384,https://cpt.tcgcsv.com/KXj6,2024-02-02T05:03:19.723,1,,,,,,,Token,KSI029,Token,Aura,Generic,,,,,,
537336,Gold,gold,https://tcgplayer-cdn.tcgplayer.com/product/537336_200w.jpg,62,23384,https://cpt.tcgcsv.com/LXj6,2024-02-02T05:03:19.723,1,2.95,3.0,3.0,0.5,,Normal,Token,KSI030,Token,Item,Generic,,,,,,
