productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRarity,extNumber,extCardType,extCardSubType,extClass,extCost,extPitchValue,extDefenseValue,extFlavorText,extPower,extTalent,extIntellect,extLife
453224,Precision Press (Red),Precision Press Red,https://tcgplayer-cdn.tcgplayer.com/product/453224_200w.jpg,62,17678,https://cpt.tcgcsv.com/vjF5,2024-05-13T13:31:22.187,1,0.2,0.48,1.95,0.28,,Rainbow Foil,Rare,DYN076,Action,,Warrior,1,1,3,,,,,
453224,Precision Press (Red),Precision Press Red,https://tcgplayer-cdn.tcgplayer.com/product/453224_200w.jpg,62,17678,https://cpt.tcgcsv.com/vjF5,2024-05-13T13:31:22.187,1,0.04,0.25,1.43,0.16,,Normal,Rare,DYN076,Action,,Warrior,1,1,3,,,,,
453225,Sap (Yellow),Sap Yellow,https://tcgplayer-cdn.tcgplayer.com/product/453225_200w.jpg,62,17678,https://cpt.tcgcsv.com/wjF5,2022-11-11T05:03:14.093,1,0.02,0.22,1.41,0.24,,Normal,Common,DYN207,Action,,Wizard,0,2,3,,,,,
453225,Sap (Yellow),Sap Yellow,https://tcgplayer-cdn.tcgplayer.com/product/453225_200w.jpg,62,17678,https://cpt.tcgcsv.com/wjF5,2022-11-11T05:03:14.093,1,0.05,0.25,1.43,,,Rainbow Foil,Common,DYN207,Action,,Wizard,0,2,3,,,,,
453226,Precision Press (Yellow),Precision Press Yellow,https://tcgplayer-cdn.tcgplayer.com/product/453226_200w.jpg,62,17678,https://cpt.tcgcsv.com/xjF5,2024-05-13T13:31:45.617,1,0.12,0.4,10.0,0.43,,Rainbow Foil,Rare,DYN077,Action,,Warrior,1,2,3,,,,,
453226,Precision Press (Yellow),Precision Press Yellow,https://tcgplayer-cdn.tcgplayer.com/product/453226_200w.jpg,62,17678,https://cpt.tcgcsv.com/xjF5,2024-05-13T13:31:45.617,1,0.03,0.2,1.41,0.12,,Normal,Rare,DYN077,Action,,Warrior,1,2,3,,,,,
453227,Sap (Blue),Sap Blue,https://tcgplayer-cdn.tcgplayer.com/product/453227_200w.jpg,62,17678,https://cpt.tcgcsv.com/zjF5,2022-11-11T05:03:14.093,1,0.04,0.16,1.43,0.13,,Normal,Common,DYN208,Action,,Wizard,0,3,3,,,,,
453227,Sap (Blue),Sap Blue,https://tcgplayer-cdn.tcgplayer.com/product/453227_200w.jpg,62,17678,https://cpt.tcgcsv.com/zjF5,2022-11-11T05:03:14.093,1,0.1,0.25,1.5,,,Rainbow Foil,Common,DYN208,Action,,Wizard,0,3,3,,,,,
453228,Tempest Aurora (Red),Tempest Aurora Red,https://tcgplayer-cdn.tcgplayer.com/product/453228_200w.jpg,62,17678,https://cpt.tcgcsv.com/BjF5,2022-11-11T05:03:14.093,1,0.03,0.15,1.41,0.03,,Normal,Common,DYN209,Action,,Wizard,0,1,2,,,,,
453228,Tempest Aurora (Red),Tempest Aurora Red,https://tcgplayer-cdn.tcgplayer.com/product/453228_200w.jpg,62,17678,https://cpt.tcgcsv.com/BjF5,2022-11-11T05:03:14.093,1,0.03,0.25,1.41,0.05,,Rainbow Foil,Common,DYN209,Action,,Wizard,0,1,2,,,,,
453229,Tempest Aurora (Yellow),Tempest Aurora Yellow,https://tcgplayer-cdn.tcgplayer.com/product/453229_200w.jpg,62,17678,https://cpt.tcgcsv.com/CjF5,2022-11-11T05:03:14.093,1,0.05,0.25,1.39,,,Rainbow Foil,Common,DYN210,Action,,Wizard,0,2,2,,,,,
453229,Tempest Aurora (Yellow),Tempest Aurora Yellow,https://tcgplayer-cdn.tcgplayer.com/product/453229_200w.jpg,62,17678,https://cpt.tcgcsv.com/CjF5,2022-11-11T05:03:14.093,1,0.03,0.15,1.41,0.09,,Normal,Common,DYN210,Action,,Wizard,0,2,2,,,,,
453231,Tempest Aurora (Blue),Tempest Aurora Blue,https://tcgplayer-cdn.tcgplayer.com/product/453231_200w.jpg,62,17678,https://cpt.tcgcsv.com/FjF5,2022-11-11T05:03:14.093,1,0.05,0.25,1.52,,,Rainbow Foil,Common,DYN211,Action,,Wizard,0,3,2,,,,,
453231,Tempest Aurora (Blue),Tempest Aurora Blue,https://tcgplayer-cdn.tcgplayer.com/product/453231_200w.jpg,62,17678,https://cpt.tcgcsv.com/FjF5,2022-11-11T05:03:14.093,1,0.01,0.15,1.41,0.06,,Normal,Common,DYN211,Action,,Wizard,0,3,2,,,,,
453232,Madcap Muscle (Yellow),Madcap Muscle Yellow,https://tcgplayer-cdn.tcgplayer.com/product/453232_200w.jpg,62,17678,https://cpt.tcgcsv.com/GjF5,2024-05-13T13:01:12.86,1,0.06,0.25,1.44,0.06,,Rainbow Foil,Common,DYN020,Action,Attack,Brute,3,2,3,,5,,,
453232,Madcap Muscle (Yellow),Madcap Muscle Yellow,https://tcgplayer-cdn.tcgplayer.com/product/453232_200w.jpg,62,17678,https://cpt.tcgcsv.com/GjF5,2024-05-13T13:01:12.86,1,0.01,0.15,1.4,0.07,,Normal,Common,DYN020,Action,Attack,Brute,3,2,3,,5,,,
453233,Madcap Muscle (Blue),Madcap Muscle Blue,https://tcgplayer-cdn.tcgplayer.com/product/453233_200w.jpg,62,17678,https://cpt.tcgcsv.com/HjF5,2024-05-13T13:00:53.307,1,0.05,0.25,1.41,0.1,,Rainbow Foil,Common,DYN021,Action,Attack,Brute,3,3,3,,4,,,
453233,Madcap Muscle (Blue),Madcap Muscle Blue,https://tcgplayer-cdn.tcgplayer.com/product/453233_200w.jpg,62,17678,https://cpt.tcgcsv.com/HjF5,2024-05-13T13:00:53.307,1,0.03,0.15,1.42,0.1,,Normal,Common,DYN021,Action,Attack,Brute,3,3,3,,4,,,
453234,Precision Press (Blue),Precision Press Blue,https://tcgplayer-cdn.tcgplayer.com/product/453234_200w.jpg,62,17678,https://cpt.tcgcsv.com/JjF5,2024-05-13T13:31:03.347,1,1.14,1.56,24.85,1.54,,Normal,Rare,DYN078,Action,,Warrior,1,3,3,,,,,
453234,Precision Press (Blue),Precision Press Blue,https://tcgplayer-cdn.tcgplayer.com/product/453234_200w.jpg,62,17678,https://cpt.tcgcsv.com/JjF5,2024-05-13T13:31:03.347,1,4.35,5.0,5.69,3.8,,Rainbow Foil,Rare,DYN078,Action,,Warrior,1,3,3,,,,,
453235,Rumble Grunting (Red),Rumble Grunting Red,https://tcgplayer-cdn.tcgplayer.com/product/453235_200w.jpg,62,17678,https://cpt.tcgcsv.com/KjF5,2024-05-13T13:43:16.44,1,0.02,0.15,1.4,0.04,,Normal,Common,DYN022,Action,,Brute,0,1,3,,,,,
453235,Rumble Grunting (Red),Rumble Grunting Red,https://tcgplayer-cdn.tcgplayer.com/product/453235_200w.jpg,62,17678,https://cpt.tcgcsv.com/KjF5,2024-05-13T13:43:16.44,1,0.05,0.25,1.43,0.06,,Rainbow Foil,Common,DYN022,Action,,Brute,0,1,3,,,,,
453236,Rumble Grunting (Yellow),Rumble Grunting Yellow,https://tcgplayer-cdn.tcgplayer.com/product/453236_200w.jpg,62,17678,https://cpt.tcgcsv.com/LjF5,2024-05-13T13:43:30.82,1,0.03,0.15,1.41,0.08,,Normal,Common,DYN023,Action,,Brute,0,2,3,,,,,
453236,Rumble Grunting (Yellow),Rumble Grunting Yellow,https://tcgplayer-cdn.tcgplayer.com/product/453236_200w.jpg,62,17678,https://cpt.tcgcsv.com/LjF5,2024-05-13T13:43:30.82,1,0.05,0.25,1.43,,,Rainbow Foil,Common,DYN023,Action,,Brute,0,2,3,,,,,
453237,Puncture (Red),Puncture Red,https://tcgplayer-cdn.tcgplayer.com/product/453237_200w.jpg,62,17678,https://cpt.tcgcsv.com/MjF5,2024-05-13T13:34:47.393,1,0.1,0.25,1.48,0.18,,Normal,Common,DYN079,Attack Reaction,,Warrior,1,1,3,,,,,
453237,Puncture (Red),Puncture Red,https://tcgplayer-cdn.tcgplayer.com/product/453237_200w.jpg,62,17678,https://cpt.tcgcsv.com/MjF5,2024-05-13T13:34:47.393,1,0.2,0.29,1.59,0.27,,Rainbow Foil,Common,DYN079,Attack Reaction,,Warrior,1,1,3,,,,,
453238,Puncture (Yellow),Puncture Yellow,https://tcgplayer-cdn.tcgplayer.com/product/453238_200w.jpg,62,17678,https://cpt.tcgcsv.com/NjF5,2024-05-13T13:35:03.023,1,0.06,0.31,1.44,0.21,,Rainbow Foil,Common,DYN080,Attack Reaction,,Warrior,1,2,3,,,,,
453238,Puncture (Yellow),Puncture Yellow,https://tcgplayer-cdn.tcgplayer.com/product/453238_200w.jpg,62,17678,https://cpt.tcgcsv.com/NjF5,2024-05-13T13:35:03.023,1,0.02,0.15,1.41,0.09,,Normal,Common,DYN080,Attack Reaction,,Warrior,1,2,3,,,,,
453239,Puncture (Blue),Puncture Blue,https://tcgplayer-cdn.tcgplayer.com/product/453239_200w.jpg,62,17678,https://cpt.tcgcsv.com/PjF5,2024-05-13T13:34:32.187,1,0.02,0.15,1.41,0.15,,Normal,Common,DYN081,Attack Reaction,,Warrior,1,3,3,,,,,
453239,Puncture (Blue),Puncture Blue,https://tcgplayer-cdn.tcgplayer.com/product/453239_200w.jpg,62,17678,https://cpt.tcgcsv.com/PjF5,2024-05-13T13:34:32.187,1,0.05,0.25,1.43,0.13,,Rainbow Foil,Common,DYN081,Attack Reaction,,Warrior,1,3,3,,,,,
453240,Felling Swing (Red),Felling Swing Red,https://tcgplayer-cdn.tcgplayer.com/product/453240_200w.jpg,62,17678,https://cpt.tcgcsv.com/QjF5,2025-03-03T20:15:45.43,1,0.1,0.35,1.99,0.2,,Rainbow Foil,Common,DYN082,Action,,Warrior,3,1,3,,,,,
453240,Felling Swing (Red),Felling Swing Red,https://tcgplayer-cdn.tcgplayer.com/product/453240_200w.jpg,62,17678,https://cpt.tcgcsv.com/QjF5,2025-03-03T20:15:45.43,1,0.05,0.2,1.43,0.14,,Normal,Common,DYN082,Action,,Warrior,3,1,3,,,,,
