productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRarity,extNumber,extCardType,extCardSubType,extClass,extCost,extPitchValue,extDefenseValue,extPower,extFlavorText,extIntellect,extLife
488525,Falcon Wing (Blue),Falcon Wing Blue,https://tcgplayer-cdn.tcgplayer.com/product/488525_200w.jpg,62,22893,https://cpt.tcgcsv.com/wqW5,2024-12-11T21:20:34.713,1,0.05,0.25,1.0,,,Rainbow Foil,Common,OUT117,Action,Arrow Attack,Ranger,3,3,3,1,,,
488525,Falcon Wing (Blue),Falcon Wing Blue,https://tcgplayer-cdn.tcgplayer.com/product/488525_200w.jpg,62,22893,https://cpt.tcgcsv.com/wqW5,2024-12-11T21:20:34.713,1,0.04,0.16,1.42,0.15,,Normal,Common,OUT117,Action,Arrow Attack,Ranger,3,3,3,1,,,
488526,Come to Fight (Red),Come to Fight Red,https://tcgplayer-cdn.tcgplayer.com/product/488526_200w.jpg,62,22893,https://cpt.tcgcsv.com/xqW5,2024-05-08T16:57:31.793,1,0.04,0.15,1.42,0.09,,Normal,Common,OUT222,Action,,Generic,1,1,3,,,,
488527,Infecting Shot (Red),Infecting Shot Red,https://tcgplayer-cdn.tcgplayer.com/product/488527_200w.jpg,62,22893,https://cpt.tcgcsv.com/zqW5,2024-05-08T19:11:54.173,1,0.25,0.97,2.0,1.0,,Rainbow Foil,Common,OUT118,Action,Arrow Attack,Ranger,1,1,3,5,,,
488527,Infecting Shot (Red),Infecting Shot Red,https://tcgplayer-cdn.tcgplayer.com/product/488527_200w.jpg,62,22893,https://cpt.tcgcsv.com/zqW5,2024-05-08T19:11:54.173,1,0.05,0.21,1.49,0.17,,Normal,Common,OUT118,Action,Arrow Attack,Ranger,1,1,3,5,,,
488528,Infecting Shot (Yellow),Infecting Shot Yellow,https://tcgplayer-cdn.tcgplayer.com/product/488528_200w.jpg,62,22893,https://cpt.tcgcsv.com/BqW5,2024-12-11T21:20:34.773,1,0.02,0.16,1.43,0.11,,Normal,Common,OUT119,Action,Arrow Attack,Ranger,2,2,3,4,,,
488528,Infecting Shot (Yellow),Infecting Shot Yellow,https://tcgplayer-cdn.tcgplayer.com/product/488528_200w.jpg,62,22893,https://cpt.tcgcsv.com/BqW5,2024-12-11T21:20:34.773,1,0.07,0.25,1.48,0.14,,Rainbow Foil,Common,OUT119,Action,Arrow Attack,Ranger,2,2,3,4,,,
488529,Come to Fight (Yellow),Come to Fight Yellow,https://tcgplayer-cdn.tcgplayer.com/product/488529_200w.jpg,62,22893,https://cpt.tcgcsv.com/CqW5,2024-05-08T16:57:44.573,1,0.01,0.15,1.4,0.06,,Normal,Common,OUT223,Action,,Generic,1,2,3,,,,
488530,Infecting Shot (Blue),Infecting Shot Blue,https://tcgplayer-cdn.tcgplayer.com/product/488530_200w.jpg,62,22893,https://cpt.tcgcsv.com/DqW5,2024-12-11T21:20:34.853,1,0.04,0.2,1.46,0.15,,Normal,Common,OUT120,Action,Arrow Attack,Ranger,3,3,3,3,,,
488530,Infecting Shot (Blue),Infecting Shot Blue,https://tcgplayer-cdn.tcgplayer.com/product/488530_200w.jpg,62,22893,https://cpt.tcgcsv.com/DqW5,2024-12-11T21:20:34.853,1,0.29,0.48,1.65,0.42,,Rainbow Foil,Common,OUT120,Action,Arrow Attack,Ranger,3,3,3,3,,,
488531,Come to Fight (Blue),Come to Fight Blue,https://tcgplayer-cdn.tcgplayer.com/product/488531_200w.jpg,62,22893,https://cpt.tcgcsv.com/FqW5,2024-05-08T16:57:00.12,1,0.02,0.15,1.4,0.15,,Normal,Common,OUT224,Action,,Generic,1,3,3,,,,
488532,Scout the Periphery (Red),Scout the Periphery Red,https://tcgplayer-cdn.tcgplayer.com/product/488532_200w.jpg,62,22893,https://cpt.tcgcsv.com/GqW5,2024-05-08T19:44:07.593,1,0.07,0.3,1.44,0.22,,Rainbow Foil,Common,OUT225,Action,,Generic,0,1,2,,,,
488532,Scout the Periphery (Red),Scout the Periphery Red,https://tcgplayer-cdn.tcgplayer.com/product/488532_200w.jpg,62,22893,https://cpt.tcgcsv.com/GqW5,2024-05-08T19:44:07.593,1,0.02,0.15,1.42,0.1,,Normal,Common,OUT225,Action,,Generic,0,1,2,,,,
488533,Scout the Periphery (Yellow),Scout the Periphery Yellow,https://tcgplayer-cdn.tcgplayer.com/product/488533_200w.jpg,62,22893,https://cpt.tcgcsv.com/HqW5,2024-05-08T19:44:22.663,1,0.05,0.25,1.43,0.25,,Rainbow Foil,Common,OUT226,Action,,Generic,0,2,2,,,,
