productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRarity,extNumber,extCardType,extCardSubType,extClass,extDefenseValue,extCost,extPitchValue,extPower,extIntellect,extLife,extFlavorText
271154,Take Aim (Red),Take Aim Red,https://tcgplayer-cdn.tcgplayer.com/product/271154_200w.jpg,62,3053,https://cpt.tcgcsv.com/6tb3,2022-05-06T10:31:08.2,1,0.58,0.98,1.75,0.96,,Normal,Rare,1HP237,Action,,Ranger,2,0,1,,,,
271155,Overpower (Red),Overpower Red,https://tcgplayer-cdn.tcgplayer.com/product/271155_200w.jpg,62,3053,https://cpt.tcgcsv.com/7tb3,2022-05-06T10:08:06.783,1,0.14,0.25,1.53,0.22,,Normal,Rare,1HP153,Attack Reaction,,Warrior,3,3,1,,,,
271156,"Kano, Dracai of Aether",Kano Dracai of Aether,https://tcgplayer-cdn.tcgplayer.com/product/271156_200w.jpg,62,3053,https://cpt.tcgcsv.com/8tb3,2025-03-13T18:20:10.84,1,0.15,0.27,4.37,0.23,,Normal,Common,1HP301,Hero,,Wizard,,,,,4,30,
271157,Take Aim (Yellow),Take Aim Yellow,https://tcgplayer-cdn.tcgplayer.com/product/271157_200w.jpg,62,3053,https://cpt.tcgcsv.com/9tb3,2022-05-06T10:31:14.567,1,0.1,0.25,1.48,0.1,,Normal,Rare,1HP238,Action,,Ranger,2,0,2,,,,
271158,Overpower (Yellow),Overpower Yellow,https://tcgplayer-cdn.tcgplayer.com/product/271158_200w.jpg,62,3053,https://cpt.tcgcsv.com/btb3,2022-05-06T10:08:10.28,1,0.07,0.25,1.45,0.07,,Normal,Rare,1HP154,Attack Reaction,,Warrior,3,3,2,,,,
271159,Take Aim (Blue),Take Aim Blue,https://tcgplayer-cdn.tcgplayer.com/product/271159_200w.jpg,62,3053,https://cpt.tcgcsv.com/ctb3,2022-05-06T10:31:05.34,1,0.04,0.25,2.95,0.04,,Normal,Rare,1HP239,Action,,Ranger,2,0,3,,,,
271160,Kano,Kano,https://tcgplayer-cdn.tcgplayer.com/product/271160_200w.jpg,62,3053,https://cpt.tcgcsv.com/dtb3,2025-03-13T18:20:01.737,1,0.1,0.25,4.13,0.15,,Normal,Common,1HP302,Hero,Young,Wizard,,,,,4,15,
271161,Overpower (Blue),Overpower Blue,https://tcgplayer-cdn.tcgplayer.com/product/271161_200w.jpg,62,3053,https://cpt.tcgcsv.com/ftb3,2022-05-06T10:08:00.78,1,0.18,0.26,0.99,0.26,,Normal,Rare,1HP155,Attack Reaction,,Warrior,3,3,3,,,,
271162,Head Shot (Red),Head Shot Red,https://tcgplayer-cdn.tcgplayer.com/product/271162_200w.jpg,62,3053,https://cpt.tcgcsv.com/gtb3,2022-05-06T10:00:34.09,1,0.05,0.15,1.43,,,Normal,Common,1HP240,Action,Arrow Attack,Ranger,3,1,1,4,,,
271163,Steelblade Shunt (Red),Steelblade Shunt Red,https://tcgplayer-cdn.tcgplayer.com/product/271163_200w.jpg,62,3053,https://cpt.tcgcsv.com/htb3,2022-05-06T10:30:01.08,1,0.15,0.32,2.95,0.28,,Normal,Rare,1HP156,Defense Reaction,,Warrior,6,1,1,,,,<em>A warrior of the Hand of Sol is trained to turn the enemies' advances to his advantage.</em>
271164,Crucible of Aetherweave,Crucible of Aetherweave,https://tcgplayer-cdn.tcgplayer.com/product/271164_200w.jpg,62,3053,https://cpt.tcgcsv.com/jtb3,2025-03-13T18:19:50.603,1,0.34,0.49,38.72,0.47,,Normal,Common,1HP303,Weapon,Staff (2H),Wizard,,,,,,,
271165,Head Shot (Yellow),Head Shot Yellow,https://tcgplayer-cdn.tcgplayer.com/product/271165_200w.jpg,62,3053,https://cpt.tcgcsv.com/ktb3,2022-05-06T10:00:38.377,1,0.05,0.15,1.43,0.05,,Normal,Common,1HP241,Action,Arrow Attack,Ranger,3,1,2,3,,,
271166,Steelblade Shunt (Yellow),Steelblade Shunt Yellow,https://tcgplayer-cdn.tcgplayer.com/product/271166_200w.jpg,62,3053,https://cpt.tcgcsv.com/ltb3,2022-05-06T10:30:09.347,1,0.05,0.25,1.43,0.25,,Normal,Rare,1HP157,Defense Reaction,,Warrior,5,1,2,,,,<em>A warrior of the Hand of Sol is trained to turn the enemies' advances to his advantage.</em>
271167,Head Shot (Blue),Head Shot Blue,https://tcgplayer-cdn.tcgplayer.com/product/271167_200w.jpg,62,3053,https://cpt.tcgcsv.com/mtb3,2022-05-06T10:00:31.013,1,0.05,0.15,1.43,0.05,,Normal,Common,1HP242,Action,Arrow Attack,Ranger,3,1,3,2,,,
271168,Aether Conduit,Aether Conduit,https://tcgplayer-cdn.tcgplayer.com/product/271168_200w.jpg,62,3053,https://cpt.tcgcsv.com/ntb3,2025-03-13T19:28:02.897,1,0.05,0.25,57.28,0.12,,Normal,Rare,1HP304,Weapon,Staff (2H),Wizard,,,,,,,
271169,Steelblade Shunt (Blue),Steelblade Shunt Blue,https://tcgplayer-cdn.tcgplayer.com/product/271169_200w.jpg,62,3053,https://cpt.tcgcsv.com/ptb3,2022-05-06T10:29:05.917,1,0.14,0.29,1.52,0.26,,Normal,Rare,1HP158,Defense Reaction,,Warrior,4,1,3,,,,<em>A warrior of the Hand of Sol is trained to turn the enemies' advances to his advantage.</em>
271170,Ridge Rider Shot (Red),Ridge Rider Shot Red,https://tcgplayer-cdn.tcgplayer.com/product/271170_200w.jpg,62,3053,https://cpt.tcgcsv.com/qtb3,2022-05-06T10:14:35.847,1,0.05,0.15,1.43,,,Normal,Common,1HP243,Action,Arrow Attack,Ranger,3,0,1,4,,,
271171,Warrior's Valor (Red),Warriors Valor Red,https://tcgplayer-cdn.tcgplayer.com/product/271171_200w.jpg,62,3053,https://cpt.tcgcsv.com/rtb3,2022-05-06T10:34:56.07,1,0.15,0.25,1.88,0.22,,Normal,Rare,1HP159,Action,,Warrior,3,1,1,,,,"<em>The Magister's voice filled the departure halls, as the blessing of Sol washed over them.</em>"
271172,Storm Striders,Storm Striders,https://tcgplayer-cdn.tcgplayer.com/product/271172_200w.jpg,62,3053,https://cpt.tcgcsv.com/stb3,2022-05-06T10:30:30.75,1,30.0,40.0,111.87,37.77,,Normal,Legendary,1HP305,Equipment,Legs,Wizard,0,,,,,,
271173,Ridge Rider Shot (Yellow),Ridge Rider Shot Yellow,https://tcgplayer-cdn.tcgplayer.com/product/271173_200w.jpg,62,3053,https://cpt.tcgcsv.com/ttb3,2022-05-06T10:14:42.107,1,0.05,0.15,1.43,0.05,,Normal,Common,1HP244,Action,Arrow Attack,Ranger,3,0,2,3,,,
271174,Warrior's Valor (Yellow),Warriors Valor Yellow,https://tcgplayer-cdn.tcgplayer.com/product/271174_200w.jpg,62,3053,https://cpt.tcgcsv.com/vtb3,2022-05-06T10:35:06.4,1,0.1,0.25,1.48,0.22,,Normal,Rare,1HP160,Action,,Warrior,3,1,2,,,,"<em>The Magister's voice filled the departure halls, as the blessing of Sol washed over them.</em>"
271175,Ridge Rider Shot (Blue),Ridge Rider Shot Blue,https://tcgplayer-cdn.tcgplayer.com/product/271175_200w.jpg,62,3053,https://cpt.tcgcsv.com/wtb3,2022-05-06T10:16:52.59,1,0.05,0.15,1.43,0.05,,Normal,Common,1HP245,Action,Arrow Attack,Ranger,3,0,3,2,,,
271176,Warrior's Valor (Blue),Warriors Valor Blue,https://tcgplayer-cdn.tcgplayer.com/product/271176_200w.jpg,62,3053,https://cpt.tcgcsv.com/xtb3,2022-05-06T10:34:56.103,1,0.15,0.27,1.08,0.26,,Normal,Rare,1HP161,Action,,Warrior,3,1,3,,,,"<em>The Magister's voice filled the departure halls, as the blessing of Sol washed over them.</em>"
271177,Robe of Rapture,Robe of Rapture,https://tcgplayer-cdn.tcgplayer.com/product/271177_200w.jpg,62,3053,https://cpt.tcgcsv.com/ztb3,2022-05-06T10:16:35.957,1,0.04,0.25,67.23,0.04,,Normal,Common,1HP306,Equipment,Chest,Wizard,0,,,,,,
271178,Salvage Shot (Red),Salvage Shot Red,https://tcgplayer-cdn.tcgplayer.com/product/271178_200w.jpg,62,3053,https://cpt.tcgcsv.com/Btb3,2022-05-06T10:17:54.39,1,0.04,0.24,1.42,0.04,,Normal,Common,1HP246,Action,Arrow Attack,Ranger,3,1,1,5,,,
271179,Ironsong Response (Red),Ironsong Response Red,https://tcgplayer-cdn.tcgplayer.com/product/271179_200w.jpg,62,3053,https://cpt.tcgcsv.com/Ctb3,2022-05-06T10:02:54.353,1,0.06,0.2,1.57,0.13,,Normal,Common,1HP162,Attack Reaction,,Warrior,3,0,1,,,,"<em>The song of a smith rings true, heard with every strike of steel on steel.</em>"
271180,Metacarpus Node,Metacarpus Node,https://tcgplayer-cdn.tcgplayer.com/product/271180_200w.jpg,62,3053,https://cpt.tcgcsv.com/Dtb3,2025-03-13T18:19:40.853,1,0.94,1.5,9.0,1.08,,Normal,Majestic,1HP307,Equipment,Arms,Wizard,0,,,,,,
271181,Salvage Shot (Yellow),Salvage Shot Yellow,https://tcgplayer-cdn.tcgplayer.com/product/271181_200w.jpg,62,3053,https://cpt.tcgcsv.com/Ftb3,2022-05-06T10:17:58.97,1,0.05,0.15,1.05,,,Normal,Common,1HP247,Action,Arrow Attack,Ranger,3,1,2,4,,,
271182,Ironsong Response (Yellow),Ironsong Response Yellow,https://tcgplayer-cdn.tcgplayer.com/product/271182_200w.jpg,62,3053,https://cpt.tcgcsv.com/Gtb3,2022-05-06T10:02:57.063,1,0.05,0.15,1.43,0.05,,Normal,Common,1HP163,Attack Reaction,,Warrior,3,0,2,,,,"<em>The song of a smith rings true, heard with every strike of steel on steel.</em>"
271183,Blazing Aether,Blazing Aether,https://tcgplayer-cdn.tcgplayer.com/product/271183_200w.jpg,62,3053,https://cpt.tcgcsv.com/Htb3,2022-05-06T09:53:03.607,1,0.15,0.8,4.8,0.46,,Normal,Majestic,1HP308,Action,,Wizard,3,0,1,,,,
271184,Salvage Shot (Blue),Salvage Shot Blue,https://tcgplayer-cdn.tcgplayer.com/product/271184_200w.jpg,62,3053,https://cpt.tcgcsv.com/Jtb3,2022-05-06T10:17:50.557,1,0.05,0.19,1.43,0.05,,Normal,Common,1HP248,Action,Arrow Attack,Ranger,3,1,3,3,,,
271185,Ironsong Response (Blue),Ironsong Response Blue,https://tcgplayer-cdn.tcgplayer.com/product/271185_200w.jpg,62,3053,https://cpt.tcgcsv.com/Ktb3,2022-05-06T10:02:49.627,1,0.06,0.2,1.44,0.16,,Normal,Common,1HP164,Attack Reaction,,Warrior,3,0,3,,,,"<em>The song of a smith rings true, heard with every strike of steel on steel.</em>"
271186,Chain Lightning,Chain Lightning,https://tcgplayer-cdn.tcgplayer.com/product/271186_200w.jpg,62,3053,https://cpt.tcgcsv.com/Ltb3,2025-03-13T18:19:32.333,1,0.15,0.49,4.5,0.26,,Normal,Majestic,1HP309,Action,,Wizard,3,1,2,,,,
271187,Searing Shot (Red),Searing Shot Red,https://tcgplayer-cdn.tcgplayer.com/product/271187_200w.jpg,62,3053,https://cpt.tcgcsv.com/Mtb3,2022-05-06T10:20:07.55,1,0.14,0.24,1.52,0.18,,Normal,Common,1HP249,Action,Arrow Attack,Ranger,3,0,1,4,,,
271188,Out for Blood (Red),Out for Blood Red,https://tcgplayer-cdn.tcgplayer.com/product/271188_200w.jpg,62,3053,https://cpt.tcgcsv.com/Ntb3,2025-03-13T18:19:24.77,1,0.1,0.25,1.53,0.21,,Normal,Common,1HP165,Attack Reaction,,Warrior,3,1,1,,,,
271189,Forked Lightning,Forked Lightning,https://tcgplayer-cdn.tcgplayer.com/product/271189_200w.jpg,62,3053,https://cpt.tcgcsv.com/Ptb3,2022-05-06T09:59:57.72,1,0.19,0.6,5.0,0.5,,Normal,Majestic,1HP310,Action,,Wizard,3,3,1,,,,
271190,Searing Shot (Yellow),Searing Shot Yellow,https://tcgplayer-cdn.tcgplayer.com/product/271190_200w.jpg,62,3053,https://cpt.tcgcsv.com/Qtb3,2022-05-06T10:20:10.733,1,0.03,0.15,1.41,0.07,,Normal,Common,1HP250,Action,Arrow Attack,Ranger,3,0,2,3,,,
271191,Out for Blood (Yellow),Out for Blood Yellow,https://tcgplayer-cdn.tcgplayer.com/product/271191_200w.jpg,62,3053,https://cpt.tcgcsv.com/Rtb3,2025-03-13T18:19:17.457,1,0.05,0.15,1.43,0.05,,Normal,Common,1HP166,Attack Reaction,,Warrior,3,1,2,,,,
271192,Fate Foreseen (Red),Fate Foreseen Red,https://tcgplayer-cdn.tcgplayer.com/product/271192_200w.jpg,62,3053,https://cpt.tcgcsv.com/Stb3,2025-03-13T19:31:07.733,1,0.68,1.31,4.99,0.82,,Normal,Common,1HP405,Defense Reaction,,Generic,4,0,1,,,,"<em>""Should you wish to see the future, know this... what has been seen cannot be unseen."" - Vera</em>"
271193,Searing Shot (Blue),Searing Shot Blue,https://tcgplayer-cdn.tcgplayer.com/product/271193_200w.jpg,62,3053,https://cpt.tcgcsv.com/Ttb3,2022-05-06T10:20:04.627,1,0.05,0.18,1.43,0.14,,Normal,Common,1HP251,Action,Arrow Attack,Ranger,3,0,3,2,,,
271194,Lesson in Lava,Lesson in Lava,https://tcgplayer-cdn.tcgplayer.com/product/271194_200w.jpg,62,3053,https://cpt.tcgcsv.com/Vtb3,2022-05-06T10:03:46.213,1,0.19,0.55,3.0,0.43,,Normal,Majestic,1HP311,Action,,Wizard,3,1,2,,,,
271195,Out for Blood (Blue),Out for Blood Blue,https://tcgplayer-cdn.tcgplayer.com/product/271195_200w.jpg,62,3053,https://cpt.tcgcsv.com/Wtb3,2025-03-13T18:19:06.253,1,0.05,0.23,1.43,0.05,,Normal,Common,1HP167,Attack Reaction,,Warrior,3,1,3,,,,
271196,Fate Foreseen (Yellow),Fate Foreseen Yellow,https://tcgplayer-cdn.tcgplayer.com/product/271196_200w.jpg,62,3053,https://cpt.tcgcsv.com/Xtb3,2025-03-13T19:31:12.343,1,0.05,0.25,1.43,0.09,,Normal,Common,1HP406,Defense Reaction,,Generic,3,0,2,,,,"<em>""Should you wish to see the future, know this... what has been seen cannot be unseen."" - Vera</em>"
271197,Sonic Boom,Sonic Boom,https://tcgplayer-cdn.tcgplayer.com/product/271197_200w.jpg,62,3053,https://cpt.tcgcsv.com/Ztb3,2022-05-06T10:27:39.047,1,0.71,0.75,4.85,0.82,,Normal,Majestic,1HP312,Action,,Wizard,3,2,2,,,,
271198,Stroke of Foresight (Red),Stroke of Foresight Red,https://tcgplayer-cdn.tcgplayer.com/product/271198_200w.jpg,62,3053,https://cpt.tcgcsv.com/-tb3,2022-05-06T10:30:37.3,1,0.05,0.2,1.43,0.13,,Normal,Common,1HP168,Attack Reaction,,Warrior,3,1,1,,,,
271199,Fate Foreseen (Blue),Fate Foreseen Blue,https://tcgplayer-cdn.tcgplayer.com/product/271199_200w.jpg,62,3053,https://cpt.tcgcsv.com/_tb3,2025-03-13T19:31:17.823,1,0.05,0.15,1.62,0.08,,Normal,Common,1HP407,Defense Reaction,,Generic,2,0,3,,,,"<em>""Should you wish to see the future, know this... what has been seen cannot be unseen."" - Vera</em>"
271200,Tome of Aetherwind,Tome of Aetherwind,https://tcgplayer-cdn.tcgplayer.com/product/271200_200w.jpg,62,3053,https://cpt.tcgcsv.com/0vb3,2022-05-06T10:32:44.307,1,0.1,0.58,5.72,0.29,,Normal,Majestic,1HP313,Action,,Wizard,2,0,1,,,,
271201,Stroke of Foresight (Yellow),Stroke of Foresight Yellow,https://tcgplayer-cdn.tcgplayer.com/product/271201_200w.jpg,62,3053,https://cpt.tcgcsv.com/2vb3,2022-05-06T10:30:40.01,1,0.05,0.15,1.43,,,Normal,Common,1HP169,Attack Reaction,,Warrior,3,1,2,,,,
271202,Aether Spindle (Red),Aether Spindle Red,https://tcgplayer-cdn.tcgplayer.com/product/271202_200w.jpg,62,3053,https://cpt.tcgcsv.com/3vb3,2022-05-06T09:51:33.43,1,0.1,0.32,1.46,0.26,,Normal,Rare,1HP314,Action,,Wizard,3,2,1,,,,
271203,Sink Below (Red),Sink Below Red,https://tcgplayer-cdn.tcgplayer.com/product/271203_200w.jpg,62,3053,https://cpt.tcgcsv.com/5vb3,2023-04-07T19:27:40.677,1,0.95,1.34,4.0,1.03,,Normal,Common,1HP408,Defense Reaction,,Generic,4,0,1,,,,<em>Those blessed with Aether have an incredible gift - the power to shape the fabric of reality.</em>
271204,Aether Spindle (Yellow),Aether Spindle Yellow,https://tcgplayer-cdn.tcgplayer.com/product/271204_200w.jpg,62,3053,https://cpt.tcgcsv.com/6vb3,2022-05-06T09:52:00.167,1,0.06,0.2,1.44,0.1,,Normal,Rare,1HP315,Action,,Wizard,3,2,2,,,,
271205,Stonewall Confidence (Blue),Stonewall Confidence Blue,https://tcgplayer-cdn.tcgplayer.com/product/271205_200w.jpg,62,3053,https://cpt.tcgcsv.com/7vb3,2022-05-06T10:30:21.407,1,0.05,0.15,1.43,0.07,,Normal,Common,1HP084,Action,Aura,Guardian,3,2,3,,,,
271206,Sic 'Em Shot (Red),Sic Em Shot Red,https://tcgplayer-cdn.tcgplayer.com/product/271206_200w.jpg,62,3053,https://cpt.tcgcsv.com/8vb3,2022-05-06T10:22:57.24,1,0.05,0.2,1.43,0.05,,Normal,Common,1HP252,Action,Arrow Attack,Ranger,3,1,1,4,,,
271207,Aether Spindle (Blue),Aether Spindle Blue,https://tcgplayer-cdn.tcgplayer.com/product/271207_200w.jpg,62,3053,https://cpt.tcgcsv.com/9vb3,2022-05-06T09:51:29.643,1,0.1,0.25,1.46,0.13,,Normal,Rare,1HP316,Action,,Wizard,3,2,3,,,,
271208,Sink Below (Yellow),Sink Below Yellow,https://tcgplayer-cdn.tcgplayer.com/product/271208_200w.jpg,62,3053,https://cpt.tcgcsv.com/bvb3,2022-05-06T10:23:06.36,1,0.05,0.24,1.07,0.14,,Normal,Common,1HP409,Defense Reaction,,Generic,3,0,2,,,,<em>Those blessed with Aether have an incredible gift - the power to shape the fabric of reality.</em>
271209,Stonewall Confidence (Yellow),Stonewall Confidence Yellow,https://tcgplayer-cdn.tcgplayer.com/product/271209_200w.jpg,62,3053,https://cpt.tcgcsv.com/cvb3,2022-05-06T10:30:27.98,1,0.05,0.15,1.43,0.07,,Normal,Common,1HP083,Action,Aura,Guardian,3,2,2,,,,
271210,Sic 'Em Shot (Yellow),Sic Em Shot Yellow,https://tcgplayer-cdn.tcgplayer.com/product/271210_200w.jpg,62,3053,https://cpt.tcgcsv.com/dvb3,2022-05-06T10:22:57.24,1,0.05,0.19,1.06,,,Normal,Common,1HP253,Action,Arrow Attack,Ranger,3,1,2,3,,,
271211,Cindering Foresight (Red),Cindering Foresight Red,https://tcgplayer-cdn.tcgplayer.com/product/271211_200w.jpg,62,3053,https://cpt.tcgcsv.com/fvb3,2025-03-13T18:18:56.027,1,0.14,0.25,7.18,0.19,,Normal,Rare,1HP317,Action,,Wizard,2,0,1,,,,
271212,Stonewall Confidence (Red),Stonewall Confidence Red,https://tcgplayer-cdn.tcgplayer.com/product/271212_200w.jpg,62,3053,https://cpt.tcgcsv.com/gvb3,2022-05-06T10:30:24.567,1,0.05,0.15,1.43,0.05,,Normal,Common,1HP082,Action,Aura,Guardian,3,2,1,,,,
271213,Sink Below (Blue),Sink Below Blue,https://tcgplayer-cdn.tcgplayer.com/product/271213_200w.jpg,62,3053,https://cpt.tcgcsv.com/hvb3,2022-05-06T10:23:04.56,1,0.05,0.2,1.06,0.14,,Normal,Common,1HP410,Defense Reaction,,Generic,2,0,3,,,,<em>Those blessed with Aether have an incredible gift - the power to shape the fabric of reality.</em>
271214,Sic 'Em Shot (Blue),Sic Em Shot Blue,https://tcgplayer-cdn.tcgplayer.com/product/271214_200w.jpg,62,3053,https://cpt.tcgcsv.com/jvb3,2022-05-06T10:22:29.237,1,0.05,0.15,1.43,,,Normal,Common,1HP254,Action,Arrow Attack,Ranger,3,1,3,2,,,
271215,Emerging Dominance (Blue),Emerging Dominance Blue,https://tcgplayer-cdn.tcgplayer.com/product/271215_200w.jpg,62,3053,https://cpt.tcgcsv.com/kvb3,2025-03-13T18:18:47.61,1,0.05,0.19,1.43,0.11,,Normal,Common,1HP081,Action,Aura,Guardian,3,2,3,,,,
271216,Cindering Foresight (Yellow),Cindering Foresight Yellow,https://tcgplayer-cdn.tcgplayer.com/product/271216_200w.jpg,62,3053,https://cpt.tcgcsv.com/lvb3,2025-03-13T18:18:38.127,1,0.09,0.25,1.47,0.16,,Normal,Rare,1HP318,Action,,Wizard,2,0,2,,,,
271217,Cindering Foresight (Blue),Cindering Foresight Blue,https://tcgplayer-cdn.tcgplayer.com/product/271217_200w.jpg,62,3053,https://cpt.tcgcsv.com/mvb3,2025-03-13T18:18:29.233,1,0.09,0.25,1.47,0.19,,Normal,Rare,1HP319,Action,,Wizard,2,0,3,,,,
271218,Unmovable (Red),Unmovable Red,https://tcgplayer-cdn.tcgplayer.com/product/271218_200w.jpg,62,3053,https://cpt.tcgcsv.com/nvb3,2025-03-03T22:13:37.737,1,0.22,0.3,2.95,0.28,,Normal,Common,1HP411,Defense Reaction,,Generic,7,3,1,,,,
271219,Stir the Aetherwinds (Red),Stir the Aetherwinds Red,https://tcgplayer-cdn.tcgplayer.com/product/271219_200w.jpg,62,3053,https://cpt.tcgcsv.com/pvb3,2022-05-06T10:30:13.887,1,0.05,0.25,1.43,0.16,,Normal,Rare,1HP320,Action,,Wizard,2,2,1,,,,
271220,Emerging Dominance (Yellow),Emerging Dominance Yellow,https://tcgplayer-cdn.tcgplayer.com/product/271220_200w.jpg,62,3053,https://cpt.tcgcsv.com/qvb3,2025-03-13T18:18:20.73,1,0.05,0.17,1.43,0.09,,Normal,Common,1HP080,Action,Aura,Guardian,3,2,2,,,,
271221,Unmovable (Yellow),Unmovable Yellow,https://tcgplayer-cdn.tcgplayer.com/product/271221_200w.jpg,62,3053,https://cpt.tcgcsv.com/rvb3,2025-03-03T22:13:42.577,1,0.07,0.2,1.45,0.18,,Normal,Common,1HP412,Defense Reaction,,Generic,6,3,2,,,,
271222,Stir the Aetherwinds (Yellow),Stir the Aetherwinds Yellow,https://tcgplayer-cdn.tcgplayer.com/product/271222_200w.jpg,62,3053,https://cpt.tcgcsv.com/svb3,2022-05-06T10:30:17.453,1,0.05,0.25,1.43,0.05,,Normal,Rare,1HP321,Action,,Wizard,2,2,2,,,,
271223,Emerging Dominance (Red),Emerging Dominance Red,https://tcgplayer-cdn.tcgplayer.com/product/271223_200w.jpg,62,3053,https://cpt.tcgcsv.com/tvb3,2025-03-13T18:18:13.347,1,0.05,0.15,1.43,0.08,,Normal,Common,1HP079,Action,Aura,Guardian,3,2,1,,,,
271224,Unmovable (Blue),Unmovable Blue,https://tcgplayer-cdn.tcgplayer.com/product/271224_200w.jpg,62,3053,https://cpt.tcgcsv.com/vvb3,2025-03-03T22:13:47.367,1,0.1,0.24,1.48,0.18,,Normal,Common,1HP413,Defense Reaction,,Generic,5,3,3,,,,
271225,Stir the Aetherwinds (Blue),Stir the Aetherwinds Blue,https://tcgplayer-cdn.tcgplayer.com/product/271225_200w.jpg,62,3053,https://cpt.tcgcsv.com/wvb3,2022-05-06T10:30:11.803,1,0.1,0.25,19.03,0.1,,Normal,Rare,1HP322,Action,,Wizard,2,2,3,,,,
271226,Debilitate (Blue),Debilitate Blue,https://tcgplayer-cdn.tcgplayer.com/product/271226_200w.jpg,62,3053,https://cpt.tcgcsv.com/xvb3,2022-05-06T09:57:25.48,1,0.08,0.2,1.06,0.18,,Normal,Common,1HP078,Action,Attack,Guardian,3,4,3,6,,,"<em>...and at that moment, Flannigan knew failure was close at hand.</em>"
271227,Come to Fight (Red),Come to Fight Red,https://tcgplayer-cdn.tcgplayer.com/product/271227_200w.jpg,62,3053,https://cpt.tcgcsv.com/zvb3,2025-03-13T19:34:21.607,1,0.05,0.15,1.43,0.08,,Normal,Common,1HP414,Action,,Generic,3,1,1,,,,"<em>They cowered before good Graham's might, for they knew they'd already lost the fight.</em>"
271228,Aether Flare (Red),Aether Flare Red,https://tcgplayer-cdn.tcgplayer.com/product/271228_200w.jpg,62,3053,https://cpt.tcgcsv.com/Bvb3,2022-05-06T09:51:20.46,1,0.06,0.2,1.44,0.2,,Normal,Common,1HP323,Action,,Wizard,3,1,1,,,,
271229,Debilitate (Yellow),Debilitate Yellow,https://tcgplayer-cdn.tcgplayer.com/product/271229_200w.jpg,62,3053,https://cpt.tcgcsv.com/Cvb3,2022-05-06T09:57:33.24,1,0.05,0.15,1.43,0.05,,Normal,Common,1HP077,Action,Attack,Guardian,3,4,2,7,,,"<em>...and at that moment, Flannigan knew failure was close at hand.</em>"
271230,Come to Fight (Yellow),Come to Fight Yellow,https://tcgplayer-cdn.tcgplayer.com/product/271230_200w.jpg,62,3053,https://cpt.tcgcsv.com/Dvb3,2025-03-13T19:34:28.13,1,0.05,0.15,1.43,0.05,,Normal,Common,1HP415,Action,,Generic,3,1,2,,,,"<em>They cowered before good Graham's might, for they knew they'd already lost the fight.</em>"
271231,Aether Flare (Yellow),Aether Flare Yellow,https://tcgplayer-cdn.tcgplayer.com/product/271231_200w.jpg,62,3053,https://cpt.tcgcsv.com/Fvb3,2022-05-06T09:51:23.017,1,0.05,0.2,1.05,,,Normal,Common,1HP324,Action,,Wizard,3,1,2,,,,
271232,Debilitate (Red),Debilitate Red,https://tcgplayer-cdn.tcgplayer.com/product/271232_200w.jpg,62,3053,https://cpt.tcgcsv.com/Gvb3,2022-05-06T09:57:29.623,1,0.05,0.2,1.43,0.14,,Normal,Common,1HP076,Action,Attack,Guardian,3,4,1,8,,,"<em>...and at that moment, Flannigan knew failure was close at hand.</em>"
271233,Aether Flare (Blue),Aether Flare Blue,https://tcgplayer-cdn.tcgplayer.com/product/271233_200w.jpg,62,3053,https://cpt.tcgcsv.com/Hvb3,2022-05-06T09:51:19.227,1,0.05,0.2,1.43,0.17,,Normal,Common,1HP325,Action,,Wizard,3,1,3,,,,
271234,Come to Fight (Blue),Come to Fight Blue,https://tcgplayer-cdn.tcgplayer.com/product/271234_200w.jpg,62,3053,https://cpt.tcgcsv.com/Jvb3,2025-03-13T19:34:33.24,1,0.05,0.15,1.43,0.05,,Normal,Common,1HP416,Action,,Generic,3,1,3,,,,"<em>They cowered before good Graham's might, for they knew they'd already lost the fight.</em>"
271235,Crush Confidence (Blue),Crush Confidence Blue,https://tcgplayer-cdn.tcgplayer.com/product/271235_200w.jpg,62,3053,https://cpt.tcgcsv.com/Kvb3,2025-03-03T22:13:52.453,1,0.05,0.2,4.93,0.15,,Normal,Common,1HP075,Action,Attack,Guardian,3,3,3,5,,,
271236,Reverberate (Red),Reverberate Red,https://tcgplayer-cdn.tcgplayer.com/product/271236_200w.jpg,62,3053,https://cpt.tcgcsv.com/Lvb3,2025-03-04T20:24:29.227,1,0.05,0.2,1.43,0.17,,Normal,Common,1HP326,Action,,Wizard,3,1,1,,,,
271237,Nimblism (Red),Nimblism Red,https://tcgplayer-cdn.tcgplayer.com/product/271237_200w.jpg,62,3053,https://cpt.tcgcsv.com/Mvb3,2025-03-13T19:29:21.353,1,0.09,0.2,1.48,0.1,,Normal,Common,1HP417,Action,Aura,Generic,2,0,1,,,,
271238,Reverberate (Yellow),Reverberate Yellow,https://tcgplayer-cdn.tcgplayer.com/product/271238_200w.jpg,62,3053,https://cpt.tcgcsv.com/Nvb3,2025-03-04T20:24:38.123,1,0.03,0.15,1.41,0.03,,Normal,Common,1HP327,Action,,Wizard,3,1,2,,,,
