productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRarity,extNumber,extCardType,extClass,extIntellect,extLife,extCost,extPitchValue,extDefenseValue,extCardSubType,extPower,extFlavorText,extTalent
533051,Overcome Adversity,overcome adversity,https://tcgplayer-cdn.tcgplayer.com/product/533051_200w.jpg,62,23354,https://cpt.tcgcsv.com/2fh6,2024-02-02T05:03:19.723,1,0.01,0.17,1.58,0.01,,Normal,Common,HVY201,Equipment,Generic,,,,,2,Legs,,,
533051,Overcome Adversity,overcome adversity,https://tcgplayer-cdn.tcgplayer.com/product/533051_200w.jpg,62,23354,https://cpt.tcgcsv.com/2fh6,2024-02-02T05:03:19.723,1,0.15,0.94,10.99,0.5,,Cold Foil,Common,HVY201,Equipment,Generic,,,,,2,Legs,,,
533092,Sonata Galaxia,Sonata Galaxia,https://tcgplayer-cdn.tcgplayer.com/product/533092_200w.jpg,62,23354,https://cpt.tcgcsv.com/Sfh6,2024-02-02T05:03:19.723,1,3.68,8.0,27.15,4.01,,Normal,Majestic,HVY251,Action,Runeblade,,,XX,1,2,,,,
533092,Sonata Galaxia,Sonata Galaxia,https://tcgplayer-cdn.tcgplayer.com/product/533092_200w.jpg,62,23354,https://cpt.tcgcsv.com/Sfh6,2024-02-02T05:03:19.723,1,6.0,8.24,42.0,5.83,,Rainbow Foil,Majestic,HVY251,Action,Runeblade,,,XX,1,2,,,,
533448,"Rhinar, Reckless Rampage",Rhinar Reckless Rampage,https://tcgplayer-cdn.tcgplayer.com/product/533448_200w.jpg,62,23354,https://cpt.tcgcsv.com/-nh6,2024-02-02T05:03:19.723,1,1.23,1.61,9.99,1.45,,Normal,Majestic,HVY003,Hero,Brute,4,40,,,,,,,
533449,Send Packing,send packing,https://tcgplayer-cdn.tcgplayer.com/product/533449_200w.jpg,62,23354,https://cpt.tcgcsv.com/_nh6,2024-02-02T05:03:19.723,1,13.27,17.86,25.32,22.02,,Rainbow Foil,Majestic,HVY012,Action,Brute,,,3,2,3,Attack,6,,
533449,Send Packing,send packing,https://tcgplayer-cdn.tcgplayer.com/product/533449_200w.jpg,62,23354,https://cpt.tcgcsv.com/_nh6,2024-02-02T05:03:19.723,1,13.43,16.95,29.99,11.91,,Normal,Majestic,HVY012,Action,Brute,,,3,2,3,Attack,6,,
533450,Show No Mercy,show no mercy,https://tcgplayer-cdn.tcgplayer.com/product/533450_200w.jpg,62,23354,https://cpt.tcgcsv.com/0ph6,2024-02-02T05:03:19.723,1,0.4,1.0,10.0,0.79,,Normal,Majestic,HVY013,Action,Brute,,,3,1,3,Attack,6,,
533450,Show No Mercy,show no mercy,https://tcgplayer-cdn.tcgplayer.com/product/533450_200w.jpg,62,23354,https://cpt.tcgcsv.com/0ph6,2024-02-02T05:03:19.723,1,0.73,1.96,19.99,1.62,,Rainbow Foil,Majestic,HVY013,Action,Brute,,,3,1,3,Attack,6,,
533451,Cast Bones,cast bones,https://tcgplayer-cdn.tcgplayer.com/product/533451_200w.jpg,62,23354,https://cpt.tcgcsv.com/2ph6,2024-02-02T05:03:19.723,1,2.55,5.99,20.0,2.33,,Normal,Majestic,HVY014,Action,Brute,,,0,1,3,,,,
533451,Cast Bones,cast bones,https://tcgplayer-cdn.tcgplayer.com/product/533451_200w.jpg,62,23354,https://cpt.tcgcsv.com/2ph6,2024-02-02T05:03:19.723,1,3.75,6.95,29.99,5.66,,Rainbow Foil,Majestic,HVY014,Action,Brute,,,0,1,3,,,,
533452,Reckless Charge,Reckless Charge,https://tcgplayer-cdn.tcgplayer.com/product/533452_200w.jpg,62,23354,https://cpt.tcgcsv.com/3ph6,2024-02-02T05:03:19.723,1,0.01,0.54,10.0,0.53,,Normal,Majestic,HVY015,Action,Brute,,,0,3,3,,,,
533452,Reckless Charge,Reckless Charge,https://tcgplayer-cdn.tcgplayer.com/product/533452_200w.jpg,62,23354,https://cpt.tcgcsv.com/3ph6,2024-02-02T05:03:19.723,1,0.4,1.0,15.0,0.84,,Rainbow Foil,Majestic,HVY015,Action,Brute,,,0,3,3,,,,
533453,No Fear,no fear,https://tcgplayer-cdn.tcgplayer.com/product/533453_200w.jpg,62,23354,https://cpt.tcgcsv.com/5ph6,2024-02-02T05:03:19.723,1,0.3,1.73,14.99,0.72,,Normal,Majestic,HVY016,Action,Brute,,,0,1,,,,,
533453,No Fear,no fear,https://tcgplayer-cdn.tcgplayer.com/product/533453_200w.jpg,62,23354,https://cpt.tcgcsv.com/5ph6,2024-02-02T05:03:19.723,1,1.5,3.34,18.89,2.17,,Rainbow Foil,Majestic,HVY016,Action,Brute,,,0,1,,,,,
533454,Beast Mode (Red),Beast Mode Red,https://tcgplayer-cdn.tcgplayer.com/product/533454_200w.jpg,62,23354,https://cpt.tcgcsv.com/6ph6,2024-02-05T11:48:59.373,1,0.09,0.25,1.09,0.2,,Rainbow Foil,Rare,HVY017,Action,Brute,,,3,1,3,Attack,6,,
533454,Beast Mode (Red),Beast Mode Red,https://tcgplayer-cdn.tcgplayer.com/product/533454_200w.jpg,62,23354,https://cpt.tcgcsv.com/6ph6,2024-02-05T11:48:59.373,1,0.03,0.24,1.62,0.15,,Normal,Rare,HVY017,Action,Brute,,,3,1,3,Attack,6,,
533455,Beast Mode (Yellow),Beast Mode Yellow,https://tcgplayer-cdn.tcgplayer.com/product/533455_200w.jpg,62,23354,https://cpt.tcgcsv.com/7ph6,2024-02-05T11:49:06.51,1,0.2,0.25,0.99,0.24,,Rainbow Foil,Rare,HVY018,Action,Brute,,,3,2,3,Attack,5,,
533455,Beast Mode (Yellow),Beast Mode Yellow,https://tcgplayer-cdn.tcgplayer.com/product/533455_200w.jpg,62,23354,https://cpt.tcgcsv.com/7ph6,2024-02-05T11:49:06.51,1,0.01,0.2,4.99,0.08,,Normal,Rare,HVY018,Action,Brute,,,3,2,3,Attack,5,,
533456,Beast Mode (Blue),Beast Mode Blue,https://tcgplayer-cdn.tcgplayer.com/product/533456_200w.jpg,62,23354,https://cpt.tcgcsv.com/8ph6,2024-02-05T11:48:52.357,1,0.09,0.3,0.99,0.18,,Rainbow Foil,Rare,HVY019,Action,Brute,,,3,3,3,Attack,4,,
533456,Beast Mode (Blue),Beast Mode Blue,https://tcgplayer-cdn.tcgplayer.com/product/533456_200w.jpg,62,23354,https://cpt.tcgcsv.com/8ph6,2024-02-05T11:48:52.357,1,0.01,0.2,1.58,0.15,,Normal,Rare,HVY019,Action,Brute,,,3,3,3,Attack,4,,
533457,Pack Call (Red),Pack Call Red,https://tcgplayer-cdn.tcgplayer.com/product/533457_200w.jpg,62,23354,https://cpt.tcgcsv.com/9ph6,2024-02-05T11:50:22.307,1,0.01,0.25,1.58,0.09,,Normal,Rare,HVY020,Action,Brute,,,3,1,3,Attack,7,,
533457,Pack Call (Red),Pack Call Red,https://tcgplayer-cdn.tcgplayer.com/product/533457_200w.jpg,62,23354,https://cpt.tcgcsv.com/9ph6,2024-02-05T11:50:22.307,1,0.09,0.25,0.59,0.19,,Rainbow Foil,Rare,HVY020,Action,Brute,,,3,1,3,Attack,7,,
533458,Pack Call (Yellow),Pack Call Yellow,https://tcgplayer-cdn.tcgplayer.com/product/533458_200w.jpg,62,23354,https://cpt.tcgcsv.com/bph6,2024-02-05T11:50:31.25,1,0.03,0.24,1.62,0.13,,Normal,Rare,HVY021,Action,Brute,,,3,2,3,Attack,6,,
533458,Pack Call (Yellow),Pack Call Yellow,https://tcgplayer-cdn.tcgplayer.com/product/533458_200w.jpg,62,23354,https://cpt.tcgcsv.com/bph6,2024-02-05T11:50:31.25,1,0.1,0.29,12.37,0.19,,Rainbow Foil,Rare,HVY021,Action,Brute,,,3,2,3,Attack,6,,
533459,Pack Call (Blue),Pack Call Blue,https://tcgplayer-cdn.tcgplayer.com/product/533459_200w.jpg,62,23354,https://cpt.tcgcsv.com/cph6,2024-02-05T11:50:14.867,1,0.35,0.79,2.0,0.69,,Rainbow Foil,Rare,HVY022,Action,Brute,,,3,3,3,Attack,5,,
533459,Pack Call (Blue),Pack Call Blue,https://tcgplayer-cdn.tcgplayer.com/product/533459_200w.jpg,62,23354,https://cpt.tcgcsv.com/cph6,2024-02-05T11:50:14.867,1,0.04,0.25,1.63,0.19,,Normal,Rare,HVY022,Action,Brute,,,3,3,3,Attack,5,,
533460,Rawhide Rumble (Red),rawhide rumble red,https://tcgplayer-cdn.tcgplayer.com/product/533460_200w.jpg,62,23354,https://cpt.tcgcsv.com/dph6,2024-02-02T05:03:19.723,1,0.04,0.25,1.66,0.14,,Normal,Rare,HVY023,Action,Brute,,,2,1,3,Attack,6,,
533460,Rawhide Rumble (Red),rawhide rumble red,https://tcgplayer-cdn.tcgplayer.com/product/533460_200w.jpg,62,23354,https://cpt.tcgcsv.com/dph6,2024-02-02T05:03:19.723,1,0.05,0.27,1.5,0.25,,Rainbow Foil,Rare,HVY023,Action,Brute,,,2,1,3,Attack,6,,
533461,Rawhide Rumble (Yellow),rawhide rumble yellow,https://tcgplayer-cdn.tcgplayer.com/product/533461_200w.jpg,62,23354,https://cpt.tcgcsv.com/fph6,2024-02-02T05:03:19.723,1,0.01,0.21,1.6,0.08,,Normal,Rare,HVY024,Action,Brute,,,2,2,3,Attack,5,,
533461,Rawhide Rumble (Yellow),rawhide rumble yellow,https://tcgplayer-cdn.tcgplayer.com/product/533461_200w.jpg,62,23354,https://cpt.tcgcsv.com/fph6,2024-02-02T05:03:19.723,1,0.07,0.25,5.18,0.17,,Rainbow Foil,Rare,HVY024,Action,Brute,,,2,2,3,Attack,5,,
533462,Rawhide Rumble (Blue),rawhide rumble blue,https://tcgplayer-cdn.tcgplayer.com/product/533462_200w.jpg,62,23354,https://cpt.tcgcsv.com/gph6,2024-02-02T05:03:19.723,1,0.01,0.2,1.58,0.08,,Normal,Rare,HVY025,Action,Brute,,,2,3,3,Attack,4,,
533462,Rawhide Rumble (Blue),rawhide rumble blue,https://tcgplayer-cdn.tcgplayer.com/product/533462_200w.jpg,62,23354,https://cpt.tcgcsv.com/gph6,2024-02-02T05:03:19.723,1,0.05,0.25,1.69,0.15,,Rainbow Foil,Rare,HVY025,Action,Brute,,,2,3,3,Attack,4,,
533463,Assault and Battery (Red),assault and battery red,https://tcgplayer-cdn.tcgplayer.com/product/533463_200w.jpg,62,23354,https://cpt.tcgcsv.com/hph6,2024-02-02T05:03:19.723,1,0.01,0.25,1.69,0.22,,Rainbow Foil,Common,HVY026,Action,Brute,,,3,1,3,Attack,7,,
533463,Assault and Battery (Red),assault and battery red,https://tcgplayer-cdn.tcgplayer.com/product/533463_200w.jpg,62,23354,https://cpt.tcgcsv.com/hph6,2024-02-02T05:03:19.723,1,0.01,0.15,1.61,0.07,,Normal,Common,HVY026,Action,Brute,,,3,1,3,Attack,7,,
533464,Assault and Battery (Yellow),assault and battery yellow,https://tcgplayer-cdn.tcgplayer.com/product/533464_200w.jpg,62,23354,https://cpt.tcgcsv.com/jph6,2024-02-02T05:03:19.723,1,0.1,0.23,1.0,0.23,,Rainbow Foil,Common,HVY027,Action,Brute,,,3,2,3,Attack,6,,
533464,Assault and Battery (Yellow),assault and battery yellow,https://tcgplayer-cdn.tcgplayer.com/product/533464_200w.jpg,62,23354,https://cpt.tcgcsv.com/jph6,2024-02-02T05:03:19.723,1,0.01,0.15,1.58,0.08,,Normal,Common,HVY027,Action,Brute,,,3,2,3,Attack,6,,
533465,Assault and Battery (Blue),assault and battery blue,https://tcgplayer-cdn.tcgplayer.com/product/533465_200w.jpg,62,23354,https://cpt.tcgcsv.com/kph6,2024-02-02T05:03:19.723,1,0.1,0.25,32.19,0.25,,Rainbow Foil,Common,HVY028,Action,Brute,,,3,3,3,Attack,5,,
533465,Assault and Battery (Blue),assault and battery blue,https://tcgplayer-cdn.tcgplayer.com/product/533465_200w.jpg,62,23354,https://cpt.tcgcsv.com/kph6,2024-02-02T05:03:19.723,1,0.01,0.15,1.62,0.08,,Normal,Common,HVY028,Action,Brute,,,3,3,3,Attack,5,,
533466,Bare Fangs (Red),bare fangs red,https://tcgplayer-cdn.tcgplayer.com/product/533466_200w.jpg,62,23354,https://cpt.tcgcsv.com/lph6,2024-02-02T05:03:19.723,1,0.01,0.15,1.62,0.04,,Normal,Common,HVY029,Action,Brute,,,2,1,,Attack,6,,
533467,Bare Fangs (Yellow),bare fangs yellow,https://tcgplayer-cdn.tcgplayer.com/product/533467_200w.jpg,62,23354,https://cpt.tcgcsv.com/mph6,2024-02-02T05:03:19.723,1,0.01,0.15,5.0,0.07,,Normal,Common,HVY030,Action,Brute,,,2,2,,Attack,5,,
533468,Bare Fangs (Blue),bare fangs blue,https://tcgplayer-cdn.tcgplayer.com/product/533468_200w.jpg,62,23354,https://cpt.tcgcsv.com/nph6,2024-02-02T05:03:19.723,1,0.01,0.15,1.58,0.01,,Normal,Common,HVY031,Action,Brute,,,2,3,,Attack,4,,
533469,Pack Hunt (Red),pack hunt red,https://tcgplayer-cdn.tcgplayer.com/product/533469_200w.jpg,62,23354,https://cpt.tcgcsv.com/pph6,2024-02-02T05:03:19.723,1,0.01,0.15,1.58,0.08,,Normal,Common,HVY032,Action,Brute,,,2,1,3,Attack,6,,
533470,Pack Hunt (Yellow),pack hunt yellow,https://tcgplayer-cdn.tcgplayer.com/product/533470_200w.jpg,62,23354,https://cpt.tcgcsv.com/qph6,2024-02-02T05:03:19.723,1,0.01,0.15,1.58,0.02,,Normal,Common,HVY033,Action,Brute,,,2,2,3,Attack,5,,
533471,Pack Hunt (Blue),pack hunt blue,https://tcgplayer-cdn.tcgplayer.com/product/533471_200w.jpg,62,23354,https://cpt.tcgcsv.com/rph6,2024-02-02T05:03:19.723,1,0.01,0.15,1.63,0.1,,Normal,Common,HVY034,Action,Brute,,,2,3,3,Attack,4,,
533472,Pound Town (Red),pound town red,https://tcgplayer-cdn.tcgplayer.com/product/533472_200w.jpg,62,23354,https://cpt.tcgcsv.com/sph6,2024-02-02T05:03:19.723,1,0.01,0.25,1.0,0.11,,Rainbow Foil,Common,HVY035,Action,Brute,,,3,1,3,Attack,7,,
533472,Pound Town (Red),pound town red,https://tcgplayer-cdn.tcgplayer.com/product/533472_200w.jpg,62,23354,https://cpt.tcgcsv.com/sph6,2024-02-02T05:03:19.723,1,0.01,0.15,1.63,0.08,,Normal,Common,HVY035,Action,Brute,,,3,1,3,Attack,7,,
533473,Pound Town (Yellow),pound town yellow,https://tcgplayer-cdn.tcgplayer.com/product/533473_200w.jpg,62,23354,https://cpt.tcgcsv.com/tph6,2024-02-02T05:03:19.723,1,0.01,0.25,34.99,0.37,,Rainbow Foil,Common,HVY036,Action,Brute,,,3,2,3,Attack,6,,
533473,Pound Town (Yellow),pound town yellow,https://tcgplayer-cdn.tcgplayer.com/product/533473_200w.jpg,62,23354,https://cpt.tcgcsv.com/tph6,2024-02-02T05:03:19.723,1,0.01,0.15,1.63,0.1,,Normal,Common,HVY036,Action,Brute,,,3,2,3,Attack,6,,
533474,Pound Town (Blue),pound town blue,https://tcgplayer-cdn.tcgplayer.com/product/533474_200w.jpg,62,23354,https://cpt.tcgcsv.com/vph6,2024-02-02T05:03:19.723,1,0.01,0.15,1.61,0.08,,Normal,Common,HVY037,Action,Brute,,,3,3,3,Attack,5,,
533474,Pound Town (Blue),pound town blue,https://tcgplayer-cdn.tcgplayer.com/product/533474_200w.jpg,62,23354,https://cpt.tcgcsv.com/vph6,2024-02-02T05:03:19.723,1,0.01,0.25,34.99,0.23,,Rainbow Foil,Common,HVY037,Action,Brute,,,3,3,3,Attack,5,,
533475,Wild Ride (Red),wild ride red,https://tcgplayer-cdn.tcgplayer.com/product/533475_200w.jpg,62,23354,https://cpt.tcgcsv.com/wph6,2024-02-02T05:03:19.723,1,0.01,0.15,1.6,0.1,,Normal,Common,HVY038,Action,Brute,,,2,1,,Attack,6,,
533476,Wild Ride (Yellow),wild ride yellow,https://tcgplayer-cdn.tcgplayer.com/product/533476_200w.jpg,62,23354,https://cpt.tcgcsv.com/xph6,2024-02-02T05:03:19.723,1,0.01,0.16,1.58,0.13,,Normal,Common,HVY039,Action,Brute,,,2,2,,Attack,5,,
533477,Wild Ride (Blue),wild ride blue,https://tcgplayer-cdn.tcgplayer.com/product/533477_200w.jpg,62,23354,https://cpt.tcgcsv.com/zph6,2024-02-02T05:03:19.723,1,0.01,0.15,1.58,0.06,,Normal,Common,HVY040,Action,Brute,,,2,3,,Attack,4,,
533478,Bonebreaker Bellow (Red),bonebreaker bellow red,https://tcgplayer-cdn.tcgplayer.com/product/533478_200w.jpg,62,23354,https://cpt.tcgcsv.com/Bph6,2024-02-02T05:03:19.723,1,0.01,0.25,7.08,0.19,,Rainbow Foil,Common,HVY041,Action,Brute,,,1,1,3,,,,
533478,Bonebreaker Bellow (Red),bonebreaker bellow red,https://tcgplayer-cdn.tcgplayer.com/product/533478_200w.jpg,62,23354,https://cpt.tcgcsv.com/Bph6,2024-02-02T05:03:19.723,1,0.01,0.15,1.62,0.08,,Normal,Common,HVY041,Action,Brute,,,1,1,3,,,,
533479,Bonebreaker Bellow (Yellow),bonebreaker bellow yellow,https://tcgplayer-cdn.tcgplayer.com/product/533479_200w.jpg,62,23354,https://cpt.tcgcsv.com/Cph6,2024-02-02T05:03:19.723,1,0.01,0.2,1.63,0.07,,Normal,Common,HVY042,Action,Brute,,,1,2,3,,,,
533479,Bonebreaker Bellow (Yellow),bonebreaker bellow yellow,https://tcgplayer-cdn.tcgplayer.com/product/533479_200w.jpg,62,23354,https://cpt.tcgcsv.com/Cph6,2024-02-02T05:03:19.723,1,0.08,0.25,6.0,0.35,,Rainbow Foil,Common,HVY042,Action,Brute,,,1,2,3,,,,
533480,Bonebreaker Bellow (Blue),bonebreaker bellow blue,https://tcgplayer-cdn.tcgplayer.com/product/533480_200w.jpg,62,23354,https://cpt.tcgcsv.com/Dph6,2024-02-02T05:03:19.723,1,0.02,0.25,3.0,0.27,,Rainbow Foil,Common,HVY043,Action,Brute,,,1,3,3,,,,
533480,Bonebreaker Bellow (Blue),bonebreaker bellow blue,https://tcgplayer-cdn.tcgplayer.com/product/533480_200w.jpg,62,23354,https://cpt.tcgcsv.com/Dph6,2024-02-02T05:03:19.723,1,0.01,0.17,1.96,0.07,,Normal,Common,HVY043,Action,Brute,,,1,3,3,,,,
533481,Smashback Alehorn,smashback alehorn,https://tcgplayer-cdn.tcgplayer.com/product/533481_200w.jpg,62,23354,https://cpt.tcgcsv.com/Fph6,2024-02-02T05:03:19.723,1,0.05,0.25,2.0,0.11,,Rainbow Foil,Common,HVY044,Action,Brute,,,0,3,2,,,,
533481,Smashback Alehorn,smashback alehorn,https://tcgplayer-cdn.tcgplayer.com/product/533481_200w.jpg,62,23354,https://cpt.tcgcsv.com/Fph6,2024-02-02T05:03:19.723,1,0.01,0.15,1.61,0.12,,Normal,Common,HVY044,Action,Brute,,,0,3,2,,,,
533482,"Betsy, Skin in the Game",betsy skin in the game,https://tcgplayer-cdn.tcgplayer.com/product/533482_200w.jpg,62,23354,https://cpt.tcgcsv.com/Gph6,2024-02-02T05:03:19.723,1,0.15,0.57,4.99,0.45,,Normal,Majestic,HVY045,Hero,Guardian,4,40,,,,,,,
533483,Bet Big,bet big,https://tcgplayer-cdn.tcgplayer.com/product/533483_200w.jpg,62,23354,https://cpt.tcgcsv.com/Hph6,2024-02-02T05:03:19.723,1,0.59,1.94,25.0,1.16,,Normal,Majestic,HVY057,Action,Guardian,,,4,1,3,Attack,8,,
533483,Bet Big,bet big,https://tcgplayer-cdn.tcgplayer.com/product/533483_200w.jpg,62,23354,https://cpt.tcgcsv.com/Hph6,2024-02-02T05:03:19.723,1,3.09,3.98,35.0,4.28,,Rainbow Foil,Majestic,HVY057,Action,Guardian,,,4,1,3,Attack,8,,
533484,Primed to Fight,primed to fight,https://tcgplayer-cdn.tcgplayer.com/product/533484_200w.jpg,62,23354,https://cpt.tcgcsv.com/Jph6,2024-02-02T05:03:19.723,1,0.54,1.9,14.95,1.16,,Normal,Majestic,HVY058,Action,Guardian,,,5,1,3,Attack,9,,
533484,Primed to Fight,primed to fight,https://tcgplayer-cdn.tcgplayer.com/product/533484_200w.jpg,62,23354,https://cpt.tcgcsv.com/Jph6,2024-02-02T05:03:19.723,1,2.09,3.05,502.14,2.61,,Rainbow Foil,Majestic,HVY058,Action,Guardian,,,5,1,3,Attack,9,,
533485,Trounce,trounce,https://tcgplayer-cdn.tcgplayer.com/product/533485_200w.jpg,62,23354,https://cpt.tcgcsv.com/Kph6,2024-02-02T05:03:19.723,1,3.73,5.3,15.0,4.61,,Normal,Majestic,HVY061,Block,Guardian,,,99,1,3,,,,
533485,Trounce,trounce,https://tcgplayer-cdn.tcgplayer.com/product/533485_200w.jpg,62,23354,https://cpt.tcgcsv.com/Kph6,2024-02-02T05:03:19.723,1,5.99,9.06,29.99,7.17,,Rainbow Foil,Majestic,HVY061,Block,Guardian,,,99,1,3,,,,
533486,Colossal Bearing,Colossal Bearing,https://tcgplayer-cdn.tcgplayer.com/product/533486_200w.jpg,62,23354,https://cpt.tcgcsv.com/Lph6,2024-02-05T11:49:31.003,1,0.04,0.2,1.67,0.13,,Normal,Rare,HVY062,Action,Guardian,,,4,1,3,Attack,8,,
533486,Colossal Bearing,Colossal Bearing,https://tcgplayer-cdn.tcgplayer.com/product/533486_200w.jpg,62,23354,https://cpt.tcgcsv.com/Lph6,2024-02-05T11:49:31.003,1,0.01,0.48,1.99,0.5,,Rainbow Foil,Rare,HVY062,Action,Guardian,,,4,1,3,Attack,8,,
533487,Lay Down the Law,Lay Down the Law,https://tcgplayer-cdn.tcgplayer.com/product/533487_200w.jpg,62,23354,https://cpt.tcgcsv.com/Mph6,2024-02-05T11:49:38.853,1,0.1,0.36,1.0,0.4,,Rainbow Foil,Rare,HVY063,Action,Guardian,,,3,1,3,Attack,7,,
533487,Lay Down the Law,Lay Down the Law,https://tcgplayer-cdn.tcgplayer.com/product/533487_200w.jpg,62,23354,https://cpt.tcgcsv.com/Mph6,2024-02-05T11:49:38.853,1,0.04,0.25,1.63,0.12,,Normal,Rare,HVY063,Action,Guardian,,,3,1,3,Attack,7,,
533488,Smack of Reality,Smack of Reality,https://tcgplayer-cdn.tcgplayer.com/product/533488_200w.jpg,62,23354,https://cpt.tcgcsv.com/Nph6,2024-02-05T11:51:05.817,1,0.04,0.23,1.63,0.22,,Normal,Rare,HVY064,Action,Guardian,,,5,1,3,Attack,9,,
533488,Smack of Reality,Smack of Reality,https://tcgplayer-cdn.tcgplayer.com/product/533488_200w.jpg,62,23354,https://cpt.tcgcsv.com/Nph6,2024-02-05T11:51:05.817,1,0.2,0.59,1.0,0.71,,Rainbow Foil,Rare,HVY064,Action,Guardian,,,5,1,3,Attack,9,,
533489,Over the Top (Red),over the top red,https://tcgplayer-cdn.tcgplayer.com/product/533489_200w.jpg,62,23354,https://cpt.tcgcsv.com/Pph6,2024-02-02T05:03:19.723,1,0.1,0.29,1.73,0.2,,Rainbow Foil,Rare,HVY065,Action,Guardian,,,3,1,3,Attack,6,,
533489,Over the Top (Red),over the top red,https://tcgplayer-cdn.tcgplayer.com/product/533489_200w.jpg,62,23354,https://cpt.tcgcsv.com/Pph6,2024-02-02T05:03:19.723,1,0.03,0.25,1.63,0.15,,Normal,Rare,HVY065,Action,Guardian,,,3,1,3,Attack,6,,
533490,Over the Top (Yellow),over the top yellow,https://tcgplayer-cdn.tcgplayer.com/product/533490_200w.jpg,62,23354,https://cpt.tcgcsv.com/Qph6,2024-02-02T05:03:19.723,1,0.09,0.27,1.94,0.17,,Rainbow Foil,Rare,HVY066,Action,Guardian,,,3,2,3,Attack,5,,
533490,Over the Top (Yellow),over the top yellow,https://tcgplayer-cdn.tcgplayer.com/product/533490_200w.jpg,62,23354,https://cpt.tcgcsv.com/Qph6,2024-02-02T05:03:19.723,1,0.03,0.24,1.62,0.03,,Normal,Rare,HVY066,Action,Guardian,,,3,2,3,Attack,5,,
533491,Over the Top (Blue),over the top blue,https://tcgplayer-cdn.tcgplayer.com/product/533491_200w.jpg,62,23354,https://cpt.tcgcsv.com/Rph6,2024-02-02T05:03:19.723,1,0.03,0.25,1.62,0.08,,Normal,Rare,HVY067,Action,Guardian,,,3,3,3,Attack,4,,
533491,Over the Top (Blue),over the top blue,https://tcgplayer-cdn.tcgplayer.com/product/533491_200w.jpg,62,23354,https://cpt.tcgcsv.com/Rph6,2024-02-02T05:03:19.723,1,0.08,0.25,1.0,0.25,,Rainbow Foil,Rare,HVY067,Action,Guardian,,,3,3,3,Attack,4,,
533492,Command Respect (Red),command respect red,https://tcgplayer-cdn.tcgplayer.com/product/533492_200w.jpg,62,23354,https://cpt.tcgcsv.com/Sph6,2024-02-02T05:03:19.723,1,0.01,0.25,1.75,0.22,,Rainbow Foil,Common,HVY071,Action,Guardian,,,3,1,3,Attack,6,,
533492,Command Respect (Red),command respect red,https://tcgplayer-cdn.tcgplayer.com/product/533492_200w.jpg,62,23354,https://cpt.tcgcsv.com/Sph6,2024-02-02T05:03:19.723,1,0.01,0.15,1.62,0.09,,Normal,Common,HVY071,Action,Guardian,,,3,1,3,Attack,6,,
533493,Command Respect (Yellow),command respect yellow,https://tcgplayer-cdn.tcgplayer.com/product/533493_200w.jpg,62,23354,https://cpt.tcgcsv.com/Tph6,2024-02-02T05:03:19.723,1,0.01,0.15,1.58,0.03,,Normal,Common,HVY072,Action,Guardian,,,3,2,3,Attack,5,,
533493,Command Respect (Yellow),command respect yellow,https://tcgplayer-cdn.tcgplayer.com/product/533493_200w.jpg,62,23354,https://cpt.tcgcsv.com/Tph6,2024-02-02T05:03:19.723,1,0.08,0.25,1.68,0.25,,Rainbow Foil,Common,HVY072,Action,Guardian,,,3,2,3,Attack,5,,
533494,Command Respect (Blue),command respect blue,https://tcgplayer-cdn.tcgplayer.com/product/533494_200w.jpg,62,23354,https://cpt.tcgcsv.com/Vph6,2024-02-02T05:03:19.723,1,0.01,0.15,1.62,0.08,,Normal,Common,HVY073,Action,Guardian,,,3,3,3,Attack,4,,
533494,Command Respect (Blue),command respect blue,https://tcgplayer-cdn.tcgplayer.com/product/533494_200w.jpg,62,23354,https://cpt.tcgcsv.com/Vph6,2024-02-02T05:03:19.723,1,0.04,0.25,1.0,0.18,,Rainbow Foil,Common,HVY073,Action,Guardian,,,3,3,3,Attack,4,,
533495,Concuss (Red),concuss red,https://tcgplayer-cdn.tcgplayer.com/product/533495_200w.jpg,62,23354,https://cpt.tcgcsv.com/Wph6,2024-02-02T05:03:19.723,1,0.01,0.15,1.61,0.1,,Normal,Common,HVY074,Action,Guardian,,,3,1,3,Attack,6,,
533495,Concuss (Red),concuss red,https://tcgplayer-cdn.tcgplayer.com/product/533495_200w.jpg,62,23354,https://cpt.tcgcsv.com/Wph6,2024-02-02T05:03:19.723,1,0.1,0.25,1.69,0.25,,Rainbow Foil,Common,HVY074,Action,Guardian,,,3,1,3,Attack,6,,
533496,Concuss (Yellow),concuss yellow,https://tcgplayer-cdn.tcgplayer.com/product/533496_200w.jpg,62,23354,https://cpt.tcgcsv.com/Xph6,2024-02-02T05:03:19.723,1,0.01,0.16,1.61,0.16,,Normal,Common,HVY075,Action,Guardian,,,3,2,3,Attack,5,,
533496,Concuss (Yellow),concuss yellow,https://tcgplayer-cdn.tcgplayer.com/product/533496_200w.jpg,62,23354,https://cpt.tcgcsv.com/Xph6,2024-02-02T05:03:19.723,1,0.04,0.25,1.62,0.13,,Rainbow Foil,Common,HVY075,Action,Guardian,,,3,2,3,Attack,5,,
