productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRarity,extNumber,extCardType,extCardSubType,extClass,extIntellect,extLife,extPower,extDefenseValue,extCost,extPitchValue
532118,Heavy Hitters Blitz Deck - Rhinar,Heavy Hitters Blitz Deck Rhinar,https://tcgplayer-cdn.tcgplayer.com/product/532118_200w.jpg,62,23389,https://cpt.tcgcsv.com/nSg6,2024-02-02T05:03:19.723,0,9.25,9.99,16.5,9.53,,Normal,,,,,,,,,,,
537248,Rhinar,rhinar,https://tcgplayer-cdn.tcgplayer.com/product/537248_200w.jpg,62,23389,https://cpt.tcgcsv.com/-Vj6,2024-02-02T05:03:19.723,1,1.96,2.33,9.99,2.0,,Rainbow Foil,Rare,RNR001,Hero,Young,Brute,4,20,,,,
537249,Mandible Claw,Mandible Claw,https://tcgplayer-cdn.tcgplayer.com/product/537249_200w.jpg,62,23389,https://cpt.tcgcsv.com/_Vj6,2024-02-02T05:03:19.723,1,,,,,,,Common,RNR003,Weapon,Claw (1H),Brute,,,3,,,
537250,Ball Breaker,Ball Breaker,https://tcgplayer-cdn.tcgplayer.com/product/537250_200w.jpg,62,23389,https://cpt.tcgcsv.com/0Wj6,2024-02-02T05:03:19.723,1,0.25,0.4,1.49,0.2,,Normal,Rare,RNR002,Weapon,Flail (1H),Brute,,,3,,,
537251,Monstrous Veil,monstrous veil,https://tcgplayer-cdn.tcgplayer.com/product/537251_200w.jpg,62,23389,https://cpt.tcgcsv.com/2Wj6,2024-02-02T05:03:19.723,1,0.25,0.87,1.49,0.22,,Normal,Rare,RNR004,Equipment,Head,Brute,,,,1,,
537252,Raw Meat,raw meat,https://tcgplayer-cdn.tcgplayer.com/product/537252_200w.jpg,62,23389,https://cpt.tcgcsv.com/3Wj6,2024-02-02T05:03:19.723,1,0.25,0.3,0.49,,,Normal,Common,RNR005,Equipment,Chest,Brute,,,,0,,
537253,Gauntlet of Might,gauntlet of might,https://tcgplayer-cdn.tcgplayer.com/product/537253_200w.jpg,62,23389,https://cpt.tcgcsv.com/5Wj6,2024-02-02T05:03:19.723,1,0.15,0.28,0.49,,,Normal,Common,RNR006,Equipment,Arms,Brute;Guardian,,,,1,,
537254,Flat Trackers,flat trackers,https://tcgplayer-cdn.tcgplayer.com/product/537254_200w.jpg,62,23389,https://cpt.tcgcsv.com/6Wj6,2024-02-02T05:03:19.723,1,0.15,0.28,0.49,,,Normal,Common,RNR007,Equipment,Legs,Brute;Warrior,,,,1,,
537255,Rawhide Rumble (Red),Rawhide Rumble Red,https://tcgplayer-cdn.tcgplayer.com/product/537255_200w.jpg,62,23389,https://cpt.tcgcsv.com/7Wj6,2024-02-02T05:03:19.723,1,0.22,0.3,1.49,,,Normal,Rare,RNR015,Action,Attack,Brute,,,6,3,2,1
537256,Assault and Battery (Red),assault and battery red,https://tcgplayer-cdn.tcgplayer.com/product/537256_200w.jpg,62,23389,https://cpt.tcgcsv.com/8Wj6,2024-02-02T05:03:19.723,1,0.25,0.3,0.49,,,Normal,Common,RNR009,Action,Attack,Brute,,,7,3,3,1
537257,Pound Town (Red),Pound Town Red,https://tcgplayer-cdn.tcgplayer.com/product/537257_200w.jpg,62,23389,https://cpt.tcgcsv.com/9Wj6,2024-02-02T05:03:19.723,1,0.15,0.28,0.49,,,Normal,Common,RNR014,Action,Attack,Brute,,,7,3,3,1
537258,Beast Mode (Red),beast mode red,https://tcgplayer-cdn.tcgplayer.com/product/537258_200w.jpg,62,23389,https://cpt.tcgcsv.com/bWj6,2024-02-02T05:03:19.723,1,0.15,0.28,1.49,,,Normal,Rare,RNR011,Action,Attack,Brute,,,6,3,3,1
537259,Pack Hunt (Red),Pack Hunt Red,https://tcgplayer-cdn.tcgplayer.com/product/537259_200w.jpg,62,23389,https://cpt.tcgcsv.com/cWj6,2024-02-02T05:03:19.723,1,0.15,0.25,0.49,,,Normal,Common,RNR013,Action,Attack,Brute,,,6,3,2,1
537260,Bare Fangs (Red),Bare Fangs Red,https://tcgplayer-cdn.tcgplayer.com/product/537260_200w.jpg,62,23389,https://cpt.tcgcsv.com/dWj6,2024-02-02T05:03:19.723,1,0.15,0.25,0.49,,,Normal,Common,RNR010,Action,Attack,Brute,,,6,,2,1
537261,Agile Windup (Red),Agile Windup Red,https://tcgplayer-cdn.tcgplayer.com/product/537261_200w.jpg,62,23389,https://cpt.tcgcsv.com/fWj6,2024-02-02T05:03:19.723,1,0.5,0.5,0.5,0.62,,Normal,Common,RNR008,Action,Attack,Brute;Warrior,,,7,2,3,1
537262,Mighty Windup (Red),Mighty Windup Red,https://tcgplayer-cdn.tcgplayer.com/product/537262_200w.jpg,62,23389,https://cpt.tcgcsv.com/gWj6,2024-02-02T05:03:19.723,1,0.25,0.3,0.49,0.15,,Normal,Common,RNR012,Action,Attack,Brute;Guardian,,,7,2,3,1
537263,Bonebreaker Bellow (Red),Bonebreaker Bellow Red,https://tcgplayer-cdn.tcgplayer.com/product/537263_200w.jpg,62,23389,https://cpt.tcgcsv.com/hWj6,2024-12-11T20:28:52.37,1,0.9,1.88,3.97,1.46,,Normal,Common,RNR016,Action,,Brute,,,,3,1,1
537264,Pack Call (Yellow),Pack Call Yellow,https://tcgplayer-cdn.tcgplayer.com/product/537264_200w.jpg,62,23389,https://cpt.tcgcsv.com/jWj6,2024-02-02T05:03:19.723,1,0.15,0.48,1.49,,,Normal,Rare,RNR019,Action,Attack,Brute,,,6,3,3,2
537265,Agile Windup (Yellow),Agile Windup Yellow,https://tcgplayer-cdn.tcgplayer.com/product/537265_200w.jpg,62,23389,https://cpt.tcgcsv.com/kWj6,2024-02-02T05:03:19.723,1,,,,,,,Common,RNR017,Action,Attack,Brute;Warrior,,,6,2,3,2
537266,Mighty Windup (Yellow),Mighty Windup Yellow,https://tcgplayer-cdn.tcgplayer.com/product/537266_200w.jpg,62,23389,https://cpt.tcgcsv.com/lWj6,2024-02-02T05:03:19.723,1,0.22,0.28,0.49,0.25,,Normal,Common,RNR018,Action,Attack,Brute;Guardian,,,6,2,3,2
537267,Bonebreaker Bellow (Yellow),bonebreaker bellow yellow,https://tcgplayer-cdn.tcgplayer.com/product/537267_200w.jpg,62,23389,https://cpt.tcgcsv.com/mWj6,2024-02-02T05:03:19.723,1,0.9,1.47,3.92,1.53,,Normal,Common,RNR020,Action,,Brute,,,,3,1,2
537268,Assault and Battery (Blue),assault and battery blue,https://tcgplayer-cdn.tcgplayer.com/product/537268_200w.jpg,62,23389,https://cpt.tcgcsv.com/nWj6,2024-02-02T05:03:19.723,1,0.15,0.28,0.49,0.25,,Normal,Common,RNR021,Action,Attack,Brute,,,5,3,3,3
537269,Pound Town (Blue),Pound Town Blue,https://tcgplayer-cdn.tcgplayer.com/product/537269_200w.jpg,62,23389,https://cpt.tcgcsv.com/pWj6,2024-02-02T05:03:19.723,1,0.15,0.25,0.49,0.25,,Normal,Common,RNR023,Action,Attack,Brute,,,5,3,3,3
537270,Pack Hunt (Blue),Pack Hunt Blue,https://tcgplayer-cdn.tcgplayer.com/product/537270_200w.jpg,62,23389,https://cpt.tcgcsv.com/qWj6,2024-02-02T05:03:19.723,1,0.15,0.25,0.49,0.15,,Normal,Common,RNR022,Action,Attack,Brute,,,4,3,2,3
537271,Bonebreaker Bellow (Blue),bonebreaker bellow blue,https://tcgplayer-cdn.tcgplayer.com/product/537271_200w.jpg,62,23389,https://cpt.tcgcsv.com/rWj6,2024-02-02T05:03:19.723,1,0.9,1.42,3.97,1.48,,Normal,Common,RNR024,Action,,Brute,,,,3,1,3
537272,Lead with Power (Blue),lead with power blue,https://tcgplayer-cdn.tcgplayer.com/product/537272_200w.jpg,62,23389,https://cpt.tcgcsv.com/sWj6,2024-02-02T05:03:19.723,1,0.25,0.3,0.49,0.23,,Normal,Common,RNR025,Action,,Brute;Guardian,,,,2,1,3
537273,Lead with Speed (Blue),lead with speed blue,https://tcgplayer-cdn.tcgplayer.com/product/537273_200w.jpg,62,23389,https://cpt.tcgcsv.com/tWj6,2024-02-02T05:03:19.723,1,0.15,0.28,0.49,0.18,,Normal,Common,RNR026,Action,,Brute;Warrior,,,,2,1,3
537274,Smashback Alehorn,smashback alehorn,https://tcgplayer-cdn.tcgplayer.com/product/537274_200w.jpg,62,23389,https://cpt.tcgcsv.com/vWj6,2024-02-02T05:03:19.723,1,0.27,0.29,0.3,0.27,,Normal,Common,RNR027,Action,,Brute,,,,2,0,3
537275,Might,might,https://tcgplayer-cdn.tcgplayer.com/product/537275_200w.jpg,62,23389,https://cpt.tcgcsv.com/wWj6,2024-02-02T05:03:19.723,1,,,,,,,Token,RNR028,Token,Aura,Generic,,,,,,
537276,Agility,agility,https://tcgplayer-cdn.tcgplayer.com/product/537276_200w.jpg,62,23389,https://cpt.tcgcsv.com/xWj6,2024-02-02T05:03:19.723,1,,,,,,,Token,RNR029,Token,Aura,Generic,,,,,,
