productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRarity,extNumber,extCardType,extCardSubType,extClass,extIntellect,extLife,extPower,extCost,extPitchValue,extDefenseValue
517731,Crowd Control (Red),Crowd Control Red,https://tcgplayer-cdn.tcgplayer.com/product/517731_200w.jpg,62,23295,https://cpt.tcgcsv.com/F696,2023-09-29T04:03:14.773,1,0.1,0.25,0.75,0.16,,Normal,Common,TCC060,Block,,Bard,,,,,1,4
517732,Encore,Encore,https://tcgplayer-cdn.tcgplayer.com/product/517732_200w.jpg,62,23295,https://cpt.tcgcsv.com/G696,2023-09-29T04:03:14.773,1,0.2,0.43,1.0,0.37,,Normal,Rare,TCC061,Action,,Bard,,,,1,2,2
517734,Interlude (Yellow),Interlude Yellow,https://tcgplayer-cdn.tcgplayer.com/product/517734_200w.jpg,62,23295,https://cpt.tcgcsv.com/J696,2023-09-29T04:03:14.773,1,0.12,0.25,0.69,0.19,,Normal,Common,TCC062,Instant,,Bard,,,,0,2,
517736,Crowd Control (Yellow),Crowd Control Yellow,https://tcgplayer-cdn.tcgplayer.com/product/517736_200w.jpg,62,23295,https://cpt.tcgcsv.com/L696,2023-09-29T04:03:14.773,1,0.1,0.21,0.75,0.15,,Normal,Common,TCC063,Instant,,Bard,,,,,2,3
517737,Song of Jack-be-Quick,Song of Jack be Quick,https://tcgplayer-cdn.tcgplayer.com/product/517737_200w.jpg,62,23295,https://cpt.tcgcsv.com/M696,2023-09-29T04:03:14.773,1,0.12,0.25,1.0,0.19,,Normal,Common,TCC064,Action,Song,Bard,,,,0,3,3
517738,Song of Sweet Nectar,Song of Sweet Nectar,https://tcgplayer-cdn.tcgplayer.com/product/517738_200w.jpg,62,23295,https://cpt.tcgcsv.com/N696,2023-09-29T04:03:14.773,1,0.12,0.25,1.0,0.22,,Normal,Common,TCC065,Action,Song,Bard,,,,0,3,3
517740,Song of the Rosen Matador,Song of the Rosen Matador,https://tcgplayer-cdn.tcgplayer.com/product/517740_200w.jpg,62,23295,https://cpt.tcgcsv.com/Q696,2023-09-29T04:03:14.773,1,0.12,0.25,1.0,0.19,,Normal,Common,TCC066,Action,Song,Bard,,,,0,3,3
517741,Song of the Shining Knight,Song of the Shining Knight,https://tcgplayer-cdn.tcgplayer.com/product/517741_200w.jpg,62,23295,https://cpt.tcgcsv.com/R696,2023-09-29T04:03:14.773,1,0.12,0.24,0.75,0.23,,Normal,Common,TCC067,Action,Song,Bard,,,,0,3,3
517743,Song of the Wandering Mind,Song of the Wandering Mind,https://tcgplayer-cdn.tcgplayer.com/product/517743_200w.jpg,62,23295,https://cpt.tcgcsv.com/T696,2023-09-29T04:03:14.773,1,0.12,0.24,0.75,0.19,,Normal,Common,TCC068,Action,Song,Bard,,,,0,3,3
517745,Song of Yesteryears,Song of Yesteryears,https://tcgplayer-cdn.tcgplayer.com/product/517745_200w.jpg,62,23295,https://cpt.tcgcsv.com/W696,2023-09-29T04:03:14.773,1,0.12,0.25,1.0,0.22,,Normal,Common,TCC069,Action,Song,Bard,,,,0,3,3
517746,Crazy Brew,Crazy Brew,https://tcgplayer-cdn.tcgplayer.com/product/517746_200w.jpg,62,23295,https://cpt.tcgcsv.com/X696,2025-03-03T22:18:56.967,1,0.16,0.99,1.63,0.24,,Normal,Majestic,TCC070,Action,Item,Generic,,,,0,3,
517747,Energy Potion,Energy Potion,https://tcgplayer-cdn.tcgplayer.com/product/517747_200w.jpg,62,23295,https://cpt.tcgcsv.com/Z696,2025-03-03T22:19:02.19,1,0.74,0.75,1.99,1.04,,Normal,Rare,TCC071,Action,Item,Generic,,,,0,3,
517749,Healing Potion,Healing Potion,https://tcgplayer-cdn.tcgplayer.com/product/517749_200w.jpg,62,23295,https://cpt.tcgcsv.com/_696,2025-03-03T22:19:06.95,1,1.04,1.1,2.27,1.02,,Normal,Rare,TCC072,Action,Item,Generic,,,,0,3,
517750,Potion of Strength,Potion of Strength,https://tcgplayer-cdn.tcgplayer.com/product/517750_200w.jpg,62,23295,https://cpt.tcgcsv.com/0796,2023-09-29T04:03:14.773,1,0.15,0.25,0.69,0.2,,Normal,Rare,TCC073,Action,Item,Generic,,,,0,3,
517751,Timesnap Potion,Timesnap Potion,https://tcgplayer-cdn.tcgplayer.com/product/517751_200w.jpg,62,23295,https://cpt.tcgcsv.com/2796,2023-09-29T04:03:14.773,1,0.15,0.21,2.0,0.36,,Normal,Rare,TCC074,Action,Item,Generic,,,,0,3,
517752,Interlude (Blue),Interlude Blue,https://tcgplayer-cdn.tcgplayer.com/product/517752_200w.jpg,62,23295,https://cpt.tcgcsv.com/3796,2024-12-11T21:26:47.967,1,0.12,0.23,0.69,0.16,,Normal,Common,TCC075,Instant,,Bard,,,,0,3,
517753,Crowd Control (Blue),Crowd Control Blue,https://tcgplayer-cdn.tcgplayer.com/product/517753_200w.jpg,62,23295,https://cpt.tcgcsv.com/5796,2023-09-29T04:03:14.773,1,0.1,0.2,0.75,0.15,,Normal,Common,TCC076,Block,,Bard,,,,,3,2
583678,Might (Blue) // Vigor,Might Blue Vigor,https://tcgplayer-cdn.tcgplayer.com/product/583678_200w.jpg,62,23295,https://cpt.tcgcsv.com/BtH6,2024-09-24T20:39:35.537,2,0.2,0.25,0.55,0.34,,Normal,Token,TCC105 // TCC107,Token,Aura,Generic,,,,,,
583679,5 Copper // Quicken,5 Copper Quicken,https://tcgplayer-cdn.tcgplayer.com/product/583679_200w.jpg,62,23295,https://cpt.tcgcsv.com/CtH6,2025-03-03T20:36:13.227,2,0.25,0.35,1.13,0.25,,Normal,Common,TCC108 // TCC106,Token,Aura;Item,Generic,,,0,0,0,0
