productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extRarity,extNumber,extCardType,extCardSubType,extClass,extTalent,extIntellect,extLife,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extDefenseValue,extCost,extPitchValue,extPower
648124,Armory Deck: Legends Prism,Armory Deck Legends Prism,https://tcgplayer-cdn.tcgplayer.com/product/648124_200w.jpg,62,24417,https://cpt.tcgcsv.com/vgc7,2025-09-19T16:36:59.913,1,,,,,,,,,,,,,,,,,,
648207,Halo of Lumina Light,Halo of Lumina Light,https://tcgplayer-cdn.tcgplayer.com/product/648207_200w.jpg,62,24417,https://cpt.tcgcsv.com/9jc7,2025-08-07T17:57:50.283,1,Majestic,APR003,Equipment,Head,Illusionist,Light,,,,,,,,,,,,
648213,"Prism, Sculptor of Arc Light",Prism Sculptor of Arc Light,https://tcgplayer-cdn.tcgplayer.com/product/648213_200w.jpg,62,24417,https://cpt.tcgcsv.com/hjc7,2025-08-07T18:20:28.497,1,Majestic,APR001,Hero,,Light;Illusionist,,4,40,,,,,,,,,,
648214,Luminaris,Luminaris,https://tcgplayer-cdn.tcgplayer.com/product/648214_200w.jpg,62,24417,https://cpt.tcgcsv.com/jjc7,2025-08-07T18:21:08.25,1,Majestic,APR002,Weapon,,Illusionist,Light,,,0.95,1.0,1.0,,,Normal,,,,
648217,Heartened Cross Strap,Heartened Cross Strap,https://tcgplayer-cdn.tcgplayer.com/product/648217_200w.jpg,62,24417,https://cpt.tcgcsv.com/mjc7,2025-08-07T18:24:57.627,1,Majestic,APR004,Equipment,Chest,Generic,,,,12.99,12.99,12.99,17.14,,Normal,0,,,
648220,Calming Gesture,Calming Gesture,https://tcgplayer-cdn.tcgplayer.com/product/648220_200w.jpg,62,24417,https://cpt.tcgcsv.com/qjc7,2025-08-07T18:31:00.063,1,Majestic,APR005,Equipment,Arms,Illusionist,,,,7.0,7.0,7.0,,,Normal,,,,
648221,Mage Master Boots,Mage Master Boots,https://tcgplayer-cdn.tcgplayer.com/product/648221_200w.jpg,62,24417,https://cpt.tcgcsv.com/rjc7,2025-08-07T18:33:28.273,1,Common,APR006,Equipment,Legs,Generic,,,,,,,,,,0,,,
648238,Herald of Protection (Red),Herald of Protection Red,https://tcgplayer-cdn.tcgplayer.com/product/648238_200w.jpg,62,24417,https://cpt.tcgcsv.com/Njc7,2025-08-07T19:11:51.97,1,Common,APR007,Action,Attack,Illusionist,Light,,,0.5,0.5,0.5,,,Normal,3,2,1,7
648239,Herald of Protection (Yellow),Herald of Protection Yellow,https://tcgplayer-cdn.tcgplayer.com/product/648239_200w.jpg,62,24417,https://cpt.tcgcsv.com/Pjc7,2025-08-07T19:13:03.887,1,Common,APR012,Action,Attack,Illusionist,Light,,,,,,,,,3,2,1,7
648240,Herald of Protection (Blue),Herald of Protection Blue,https://tcgplayer-cdn.tcgplayer.com/product/648240_200w.jpg,62,24417,https://cpt.tcgcsv.com/Qjc7,2025-08-07T19:14:41.023,1,Common,APR021,Action,Attack,Illusionist,Light,,,,,,,,,3,2,1,7
648243,Wartune Herald (Red),Wartune Herald Red,https://tcgplayer-cdn.tcgplayer.com/product/648243_200w.jpg,62,24417,https://cpt.tcgcsv.com/Tjc7,2025-08-07T19:31:10.567,1,Common,APR008,Action,Attack,Illusionist,Light,,,103.11,103.11,103.11,,,Normal,3,1,1,7
648244,Oasis Respite (Red),Oasis Respite Red,https://tcgplayer-cdn.tcgplayer.com/product/648244_200w.jpg,62,24417,https://cpt.tcgcsv.com/Vjc7,2025-08-07T19:34:15.787,1,Common,APR009,Instant,,Generic,,,,,,,,,,,1,1,
648245,Celestial Cataclysm,Celestial Cataclysm,https://tcgplayer-cdn.tcgplayer.com/product/648245_200w.jpg,62,24417,https://cpt.tcgcsv.com/Wjc7,2025-08-07T19:36:51.003,1,Majestic,APR010,Action,Attack,,Light,,,10.0,10.01,10.01,,,Normal,3,0,2,7
648246,Herald of Erudition,Herald of Erudition,https://tcgplayer-cdn.tcgplayer.com/product/648246_200w.jpg,62,24417,https://cpt.tcgcsv.com/Xjc7,2025-08-07T19:39:36.57,1,Majestic,APR011,Action,Attack,Illusionist,Light,,,1.95,6.0,6.0,3.0,,Normal,3,2,2,5
648247,Herald of Triumph (Yellow),Herald of Triumph Yellow,https://tcgplayer-cdn.tcgplayer.com/product/648247_200w.jpg,62,24417,https://cpt.tcgcsv.com/Zjc7,2025-08-07T19:42:51.81,1,Rare,APR013,Action,Attack,Illusionist,Light,,,,,,,,,3,2,2,6
648248,Herald of Triumph (Blue),Herald of Triumph Blue,https://tcgplayer-cdn.tcgplayer.com/product/648248_200w.jpg,62,24417,https://cpt.tcgcsv.com/-jc7,2025-08-07T19:47:04.38,1,Rare,APR022,Action,Attack,Illusionist,Light,,,1.0,1.0,1.0,1.0,,Normal,3,2,3,5
648249,Wartune Herald (Yellow),Wartune Herald Yellow,https://tcgplayer-cdn.tcgplayer.com/product/648249_200w.jpg,62,24417,https://cpt.tcgcsv.com/_jc7,2025-08-07T19:48:07.67,1,Common,APR014,Action,Attack,Illusionist,Light,,,,,,,,,3,1,2,6
648250,Wartune Herald (Blue),Wartune Herald Blue,https://tcgplayer-cdn.tcgplayer.com/product/648250_200w.jpg,62,24417,https://cpt.tcgcsv.com/0kc7,2025-08-07T19:50:19.477,1,Common,APR023,Action,Attack,Illusionist,Light,,,0.5,0.5,0.5,,,Normal,3,1,3,5
648251,Soul Shield,Soul Shield,https://tcgplayer-cdn.tcgplayer.com/product/648251_200w.jpg,62,24417,https://cpt.tcgcsv.com/2kc7,2025-08-07T19:57:17.263,1,Majestic,APR015,Defense Reaction,,,Light,,,5.0,9.21,14.0,9.21,,Normal,6,2,2,
648252,Arc Light Sentinel,Arc Light Sentinel,https://tcgplayer-cdn.tcgplayer.com/product/648252_200w.jpg,62,24417,https://cpt.tcgcsv.com/3kc7,2025-08-07T19:59:29.953,1,Majestic,APR016,Instant,Aura,Illusionist,Light,,,2.45,5.0,5.05,2.0,,Normal,,6,2,
