productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRarity,extNumber,extCardType,extCardSubType,extClass,extPower,extIntellect,extLife,extPitchValue,extDefenseValue,extCost,extFlavorText
225068,Cranial Crush,Cranial Crush,https://tcgplayer-cdn.tcgplayer.com/product/225068_200w.jpg,62,2726,https://cpt.tcgcsv.com/n2Q2,2020-11-05T21:25:09.04,1,39.99,129.95,199.99,,,1st Edition Rainbow Foil,Super Rare,WTR045,Action,Attack,Guardian,8,,,3,3,6,"<em>""Leave now, or a hangover will be the least of your worries."" - Valda Brightaxe""</em>"
225068,Cranial Crush,Cranial Crush,https://tcgplayer-cdn.tcgplayer.com/product/225068_200w.jpg,62,2726,https://cpt.tcgcsv.com/n2Q2,2020-11-05T21:25:09.04,1,0.74,4.28,19.99,2.57,,Unlimited Edition Normal,Super Rare,WTR045,Action,Attack,Guardian,8,,,3,3,6,"<em>""Leave now, or a hangover will be the least of your worries."" - Valda Brightaxe""</em>"
225068,Cranial Crush,Cranial Crush,https://tcgplayer-cdn.tcgplayer.com/product/225068_200w.jpg,62,2726,https://cpt.tcgcsv.com/n2Q2,2020-11-05T21:25:09.04,1,3.6,6.68,20.0,6.3,,Unlimited Edition Rainbow Foil,Super Rare,WTR045,Action,Attack,Guardian,8,,,3,3,6,"<em>""Leave now, or a hangover will be the least of your worries."" - Valda Brightaxe""</em>"
225069,Forged for War,Forged for War,https://tcgplayer-cdn.tcgplayer.com/product/225069_200w.jpg,62,2726,https://cpt.tcgcsv.com/p2Q2,2020-11-05T21:25:16.467,1,0.57,2.3,8.97,1.12,,1st Edition Normal,Super Rare,WTR046,Action,Aura,Guardian,,,,2,3,2,
225069,Forged for War,Forged for War,https://tcgplayer-cdn.tcgplayer.com/product/225069_200w.jpg,62,2726,https://cpt.tcgcsv.com/p2Q2,2020-11-05T21:25:16.467,1,0.05,0.49,10.0,0.26,,Unlimited Edition Normal,Super Rare,WTR046,Action,Aura,Guardian,,,,2,3,2,
225069,Forged for War,Forged for War,https://tcgplayer-cdn.tcgplayer.com/product/225069_200w.jpg,62,2726,https://cpt.tcgcsv.com/p2Q2,2020-11-05T21:25:16.467,1,55.99,68.0,70.99,,,1st Edition Rainbow Foil,Super Rare,WTR046,Action,Aura,Guardian,,,,2,3,2,
225069,Forged for War,Forged for War,https://tcgplayer-cdn.tcgplayer.com/product/225069_200w.jpg,62,2726,https://cpt.tcgcsv.com/p2Q2,2020-11-05T21:25:16.467,1,0.68,1.27,9.99,1.3,,Unlimited Edition Rainbow Foil,Super Rare,WTR046,Action,Aura,Guardian,,,,2,3,2,
225070,Show Time!,Show Time,https://tcgplayer-cdn.tcgplayer.com/product/225070_200w.jpg,62,2726,https://cpt.tcgcsv.com/q2Q2,2020-11-05T21:25:55.537,1,3.49,4.08,19.95,4.2,,1st Edition Normal,Super Rare,WTR047,Action,Aura,Guardian,,,,3,3,3,
225070,Show Time!,Show Time,https://tcgplayer-cdn.tcgplayer.com/product/225070_200w.jpg,62,2726,https://cpt.tcgcsv.com/q2Q2,2020-11-05T21:25:55.537,1,80.99,100.0,199.99,80.0,,1st Edition Rainbow Foil,Super Rare,WTR047,Action,Aura,Guardian,,,,3,3,3,
225070,Show Time!,Show Time,https://tcgplayer-cdn.tcgplayer.com/product/225070_200w.jpg,62,2726,https://cpt.tcgcsv.com/q2Q2,2020-11-05T21:25:55.537,1,0.1,0.52,10.0,0.32,,Unlimited Edition Normal,Super Rare,WTR047,Action,Aura,Guardian,,,,3,3,3,
225070,Show Time!,Show Time,https://tcgplayer-cdn.tcgplayer.com/product/225070_200w.jpg,62,2726,https://cpt.tcgcsv.com/q2Q2,2020-11-05T21:25:55.537,1,0.82,1.26,14.99,1.08,,Unlimited Edition Rainbow Foil,Super Rare,WTR047,Action,Aura,Guardian,,,,3,3,3,
